appearanceId,collectionKey,scope,terminalStatus,assetStatus,presentationStatus,reasonCodes,missingRelativePaths,slotKey,route,sourceSide,primarySourceItemId,primaryItemLevel,nativeDisplayId,modelPath,skinPath,displayTexturePath,modelSignature,geometryKey,textureKey,displayKey,modelId,syntheticDisplayId,allocationStatus,cameraPreset,shapeClass,extentRatio,radius,cameraLayout,cameraNotes,outlierReasons
200062,appearance.d1755.s14.c4.sc6,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,2051,1,1755,item\objectcomponents\shield\shield_round_a_01.m2,item\objectcomponents\shield\shield_round_a_0100.skin,item\objectcomponents\shield\buckler_damaged_a_01rusty.blp,m2:ef6d626e655dec3c73e6191b97eea492414e115d78f9c9bbe694c2cf1cd3c565,04f9d79b40894dc25627621ad756797bfb4d8c949924d26b8e319edde20fa67e,85c182907e8992415de4e19a88a6274725d86c282453cb4304b17868dc6313d2,60a9f4bdb73a19ec8ebccea9c4737ef8ce0890ac25a048ee0b9ba8e433e595b4,,,,SHIELD,SHIELD,4.064099,0.367786,CAMERALESS,,
200063,appearance.d1757.s14.c4.sc6,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,2053,1,1757,item\objectcomponents\shield\buckler_damaged_a_02.m2,item\objectcomponents\shield\buckler_damaged_a_0200.skin,item\objectcomponents\shield\buckler_damaged_a_02black.blp,m2:fed6f9c969c5397d24ad1cffddb3833ce96bbc3857af5ad78c792f5d92846ed8,f532f3776d09a14cbc93fd36adb4150758f4956c5c7a80369a40cff7251f7685,cbd74ef432cce399e4af357a210decf82a475d679de418bd6ecc566db169895d,6a17d1ef3c23cdbfa0edb304943779a8438279b1f6211888558b87bb27cf0dbf,,,,SHIELD,SHIELD,3.958813,0.31539,CAMERALESS,,
200064,appearance.d1758.s21.c2.sc4,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,2056,10,1758,item\objectcomponents\weapon\hammer_1h_standard_a_01.m2,item\objectcomponents\weapon\hammer_1h_standard_a_0100.skin,item\objectcomponents\weapon\hammer_1h_standard_a_01gold.blp,m2:24d41901fc1253c2eeafacd633de376eb349fad68050c46e7cc42d8389375731,b456665de44d9703668217c56607c4fa555f1b91beac893e9c0d48ffb6f82d10,5e7f69141b1cf35a8d744483d9fda8772799f0b34da62ce7762c11c918a56bca,5f427736a44a746d8699f4f5bf95480e8d718102b7681c4db644971aa42b05d3,,,,ONE_HAND_MACE,LONG_AXIS,6.988153,0.395829,CAMERALESS,,
200065,appearance.d1759.s13.c2.sc4,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,1958,17,1759,item\objectcomponents\weapon\misc_1h_bone_a_01.m2,item\objectcomponents\weapon\misc_1h_bone_a_0100.skin,item\objectcomponents\weapon\misc_1h_bone_a_01brown.blp,m2:bddab4f732892c1474dce944b14a6c41db7397f88c2d360553f8df7ebb695754,fa7704c9a354bcd867d8de7b85620af77865cac312773d04519f8a5a5c436462,dc2f6d741f87b62a2a5610ac940f0ff4ff1d65898a0bf65b020602e095b0a3d8,48ee8696f0cbc63d0122f7e83cee85bf96e2c0da1d0c654b94d4879ae76cc219,4026,40028,ACTIVE,ONE_HAND_MACE,LONG_AXIS,4.806596,0.411441,CAMERALESS,,
200066,appearance.d1768.s17.c2.sc10,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,25839,0,1768,item\objectcomponents\weapon\stave_2h_long_a_03.m2,item\objectcomponents\weapon\stave_2h_long_a_0300.skin,item\objectcomponents\weapon\stave_2h_long_a_03blue.blp,m2:f98d229b1e6bb0a711a33e0d3c8732d19af414a2d79f04e209ddc301344dfcdd,aef6400abc2e423caba70ba4fb3372dc3bada75eb7f3ebdbad7370426c186e98,9a2cdb6f58e80be04d1f5268832e29e52925e9c6dc54c9b548e34c9d61333f3b,7e29bcfe96ea007c19be30f58c940d58169c51879346f937adcfb68d09f8bac2,,,,STAFF,LONG_AXIS,48.483255,1.201561,CAMERALESS,,EXTREME_ASPECT_RATIO
200071,appearance.d1926.s17.c2.sc10,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,2176,1,1926,item\objectcomponents\weapon\stave_2h_long_d_01.m2,item\objectcomponents\weapon\stave_2h_long_d_0100.skin,item\objectcomponents\weapon\stave_2h_long_d_01silver.blp,m2:1771d8c0581d35a0936684c96fec5fba75a0c439e9db346a2a1e9ff15a712f36,38803869fd3183a32284ae95682f609298d27a5533ccb68df24dbbe25d8b3ba7,87628bfefad2ca2ac0d096f4843495fb5be5d219f5d29dd221d66c642bb6af33,f80edda6e299b7239f09c433a5a1068614f3d6ac857ded3e9f44db93e45ef210,,,,STAFF,LONG_AXIS,23.242432,1.217385,CAMERALESS,,EXTREME_ASPECT_RATIO
200072,appearance.d1927.s17.c2.sc10,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,2177,1,1927,item\objectcomponents\weapon\stave_2h_jeweled_c_01.m2,item\objectcomponents\weapon\stave_2h_jeweled_c_0100.skin,item\objectcomponents\weapon\stave_2h_jeweled_c_01green.blp,m2:c2cf59abfe0f289d0221da22dbff96d0797213ad3b2bc6c2c560ad51d22076b5,2327b8fb1da2bc2b08c29fac84a811a734523ec199d80c819b3c99caa2885ffb,7cbb5e5911ed9ca86cf56fb07db4779201581be17f9e6d8a52a8dbe6a7b40b96,a42c2535fd79dc5d6b06eead41f74af4028b72a5679f63b714a6f964d4f821bc,,,,STAFF,LONG_AXIS,10.542943,1.165749,CAMERALESS,,
200073,appearance.d1930.s21.c2.sc7,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,31002,109,1930,item\objectcomponents\weapon\sword_1h_short_c_02.m2,item\objectcomponents\weapon\sword_1h_short_c_0200.skin,item\objectcomponents\weapon\sword_1h_short_c_02_v01.blp,m2:3faca89f22aba1aa3cdaec4935406e958029c54b2facf2bd093dbf0cab910c7e,90783ad948481d23c641916add8947abb4238cfdcbbabb7be73e5bd05c87997c,2fa886879762ddcea4863e4b5989558efb77a02993c0c2b9ba420bbe3645dace,a21047f76d64d6b8d6829607162e7d8d50e433f33239f2877ff79cab67fcaa2c,4027,40029,ACTIVE,ONE_HAND_SWORD,LONG_AXIS,12.215505,0.712591,CAMERALESS,,
200074,appearance.d1938.s21.c2.sc4,NONPUBLIC,NONPUBLIC,UNAVAILABLE,SHADOW_UNAVAILABLE,MISSING_TEXTURE_ASSET;INVALID_OR_MISSING_DISPLAY_TEXTURE,club_1h_exotic_a_01silver.blp;<texture>,MAINHAND,MAINHAND,LEFT,2189,100,1938,item\objectcomponents\weapon\club_1h_exotic_a_01.m2,item\objectcomponents\weapon\club_1h_exotic_a_0100.skin,,,,,,,,,,,,0.661022,,,
200079,appearance.d2052.s14.c4.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,3651,15,2052,item\objectcomponents\shield\shield_oval_a_01.m2,item\objectcomponents\shield\shield_oval_a_0100.skin,item\objectcomponents\shield\shield_oval_a_01green.blp,m2:03d4d86cf45b90f365dce1428252060de1fac2c929cddc3b0aec559febdfc498,4de319cfbdaddc7b7c96df4a630efe54ac8be1d794a2a438656b56c78362999d,21c77508b12ac28fc46a652941a521cbc5b77cb207b8b93b277e2e91bbc36195,0879047919a33d6701419bf83a441b833c61476e6d656b78ed891641271639a6,4028,40030,ACTIVE,SHIELD,SHIELD,6.26861,0.464197,CAMERALESS,,
200081,appearance.d2080.s14.c4.sc6,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,143,1,2080,item\objectcomponents\shield\shield_crest_b_01.m2,item\objectcomponents\shield\shield_crest_b_0100.skin,item\objectcomponents\shield\shield_crest_b_01gold.blp,m2:51b8103047dccc1498eb9d11bfe645e620458d972a423cad620cf32520b7e1be,19f063dd19aa5960d9e35082ca7b6c808f0001f94f5b3e173df8fa5e5b3da3e7,ab055efb4458948b1c2ce230cc82c2cf59687faf108048baf73554742aca9fe0,ff49d0982892657e954fc70878665e761718fe6ff4b6833e92dfcc4c641d7a0b,,,,SHIELD,SHIELD,6.579702,0.517631,CAMERALESS,,
200085,appearance.d2161.s14.c4.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,1201,10,2161,item\objectcomponents\shield\shield_crest_a_01.m2,item\objectcomponents\shield\shield_crest_a_0100.skin,item\objectcomponents\shield\shield_crest_a_01silver.blp,m2:7fea2387c4765bfb48679e7276293da358327c7275a3385371df5a8d36a1fae7,d5cef2cf5b6386fe169592c2419e246fb3192bae9271b74bf3d9ef93333a031e,894f4a32d41202026ad2cc5e9f3ffbdd5473d077486d06dd0b42de7a84fc95ac,c770396f6e4e2ae6595d14aff1d6195d364a25e38c7a82d52bd91356e633fceb,4029,40031,ACTIVE,SHIELD,SHIELD,6.250524,0.455472,CAMERALESS,,
200087,appearance.d2208.s14.c4.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,1166,5,2208,item\objectcomponents\shield\buckler_damaged_a_01.m2,item\objectcomponents\shield\buckler_damaged_a_0100.skin,item\objectcomponents\shield\buckler_damaged_a_01rusty.blp,m2:0b064d3520d5c9c522ba7eacd5422fb374d935f2eab1dc5d46c1603633da6259,3e679a05eaf22918be91066ffffcd1741271eb14790f7324c69a25294e18a74e,85c182907e8992415de4e19a88a6274725d86c282453cb4304b17868dc6313d2,f62aa77e884fc99ffee199cce96d2079d1cfdc1c0146a3936c2a606d6fcc0907,4030,40032,ACTIVE,SHIELD,SHIELD,3.820535,0.287998,CAMERALESS,,
