candidateKey,itemSetId,name,dbcItems,visibleMembers,appearances,classMode,decision,reasonCode
itemset:217,217,审判,8,8,8,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:218,218,愤怒,8,8,8,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:221,221,塞奥沙套装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:241,241,天神碎片,2,0,0,UNRESOLVED,deferred,FEWER_THAN_TWO_VISIBLE_CANONICAL_APPEARANCES
itemset:261,261,艾斯卡达尔之魂,2,2,2,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:281,281,勇士的战甲,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:282,282,少校的战甲,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:301,301,勇士的震撼,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:321,321,君王板甲,7,7,7,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:341,341,勇士的法衣,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:342,342,勇士的神服,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:343,343,少校的法衣,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:344,344,少校的神服,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:345,345,勇士的魔装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:346,346,少校的魔装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:347,347,勇士的制服,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:348,348,少校的制服,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:361,361,勇士的猎装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:362,362,少校的猎装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:381,381,少校的圣装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:382,382,勇士的圣装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:383,383,督军的战甲,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:384,384,元帅的战甲,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:386,386,督军的震撼,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:387,387,督军的法衣,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:388,388,元帅的法衣,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:389,389,元帅的神服,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:390,390,督军的神服,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:391,391,督军的魔装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:392,392,元帅的魔装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:393,393,督军的制服,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:394,394,元帅的制服,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:395,395,元帅的猎装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:396,396,督军的猎装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:397,397,元帅的圣装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:398,398,督军的圣装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:401,401,少校的庇护,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:402,402,元帅的庇护,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:421,421,血藤,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:441,441,原始蝙蝠皮套装,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:442,442,血虎,2,2,2,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:443,443,血魂的拥抱,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:444,444,黑暗之魂,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:461,461,哈卡莱双刃,2,2,2,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:462,462,赞吉尔的专注,2,0,0,UNRESOLVED,deferred,FEWER_THAN_TWO_VISIBLE_CANONICAL_APPEARANCES
itemset:463,463,原始祝福,2,2,2,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:464,464,督军的决心,2,0,0,UNRESOLVED,deferred,FEWER_THAN_TWO_VISIBLE_CANONICAL_APPEARANCES
itemset:465,465,远古祷言,2,0,0,UNRESOLVED,deferred,FEWER_THAN_TWO_VISIBLE_CANONICAL_APPEARANCES
itemset:466,466,极效魔精套装,2,0,0,UNRESOLVED,deferred,FEWER_THAN_TWO_VISIBLE_CANONICAL_APPEARANCES
itemset:467,467,高地人的决心,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:468,468,高地人的执著,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:469,469,高地人的果断,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:470,470,高地人的坚韧,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:471,471,高地人的毅力,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:472,472,高地人的意志,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:473,473,高地人的专注,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:474,474,辩护者重甲,5,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:475,475,思考者护甲,5,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:476,476,预言者套装,5,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:477,477,捕猎者套装,5,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:478,478,狂妄者套装,5,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:479,479,占卜师套装,5,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:480,480,忏悔者衣饰,5,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:481,481,恶魔师护甲,5,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:482,482,幻术师套装,5,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:483,483,污染者的果断,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:484,484,污染者的坚韧,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:485,485,污染者的专注,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:486,486,污染者的毅力,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:487,487,污染者的决心,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:488,488,污染者的意志,3,3,3,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:489,489,黑龙锁甲,4,4,4,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:490,490,绿龙锁甲,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:491,491,蓝龙锁甲,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:492,492,暮光套装,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:493,493,起源套装,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:494,494,不灭的生命,3,2,2,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:495,495,坚定的力量,3,2,2,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:496,496,征服者,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:497,497,死亡执行者的拥抱,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:498,498,笼罩之阴影,3,2,2,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:499,499,厄运召唤者,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:500,500,禁断的邪语,3,2,2,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:501,501,风暴召唤者,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:502,502,聚集的风暴,3,2,2,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:503,503,神秘套装,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:504,504,魔法的秘密,3,2,2,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:505,505,复仇者,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:506,506,永恒的公正,3,2,2,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:507,507,神谕者,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:508,508,无尽的智慧,3,2,2,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:509,509,攻击者,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:510,510,隐秘的通途,3,2,2,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:511,511,英勇,8,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:512,512,暗幕,8,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:513,513,狂野之心,8,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:514,514,坚贞,8,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:515,515,兽王,8,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:516,516,魂铸,8,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:517,517,巫师,8,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:518,518,死雾,8,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:519,519,五雷,8,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:520,520,铁纹作战套装,8,8,8,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:521,521,梦游者,9,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:522,522,勇士的套装,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:523,523,无畏,9,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:524,524,骨镰,9,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:525,525,信仰,9,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:526,526,霜火,9,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:527,527,碎地者,9,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:528,528,救赎,9,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:529,529,瘟疫之心,9,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:530,530,地穴追猎者,9,8,8,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:533,533,亡灵毁灭者,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:534,534,亡灵屠戮者的护甲,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:535,535,亡灵屠戮者的装备,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:536,536,亡灵净化者,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:537,537,勇士的战铠,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:538,538,勇士的风暴,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:539,539,勇士的庇护,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:540,540,勇士的授权,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:541,541,勇士的鬼纹,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:542,542,勇士的秘密,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:543,543,勇士的职责,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:544,544,少校的壁垒,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:545,545,少校的战铠,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:546,546,少校的秘密,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:547,547,少校的鬼纹,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:548,548,少校的护卫,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:549,549,少校的授权,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:550,550,少校的职责,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:551,551,少校的庇护,6,6,6,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:552,552,魔焰之怒,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:553,553,暗影之拥,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:554,554,原始月布,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:555,555,灵纹套装,7,6,7,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:556,556,魔化灵纹套装,4,3,4,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:557,557,灵魂布之拥,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:558,558,奥法交织套装,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:559,559,法术打击,2,2,2,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:560,560,魔铁板甲,5,5,5,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:561,561,魔铁链甲,4,4,4,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:562,562,精金战甲,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:563,563,魔化精金套装,4,4,4,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:564,564,烈焰卫士,4,4,4,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:565,565,氪金套装,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:566,566,钢铁之怒,4,4,4,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:567,567,角斗士的战甲,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:568,568,角斗士的鬼纹,5,5,5,ALLOW_LIST,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:569,569,魔钢的信仰,3,3,3,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:570,570,不屈的力量,2,2,2,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
itemset:571,571,白色治愈,2,2,2,ANY,accepted,COMPLETE_VISIBLE_MAPPING_AND_RESOLVED_CLASS_POLICY
