appearanceId,collectionKey,catalogLifecycle,uiLifecycle,reasonCode,displayId,slotKey,primarySourceItemId,worldSourceCount,knownAcquisition,riskSignals
200052,appearance.d1628.s17.c2.sc8,ACTIVE,test,REVIEWED_TEST_SIGNAL,1628,MAINHAND,5556,1,False,NO_KNOWN_ACQUISITION|TEST_NAME
200053,appearance.d1644.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,1644,OFFHAND,1204,1,True,
200054,appearance.d1661.s17.c2.sc10,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,1661,MAINHAND,1948,1,False,NO_KNOWN_ACQUISITION
200055,appearance.d1673.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,1673,OFFHAND,3653,2,True,
200056,appearance.d1680.s14.c4.sc6,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,1680,OFFHAND,876,1,False,NO_KNOWN_ACQUISITION
200057,appearance.d1684.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,1684,OFFHAND,1957,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200058,appearance.d1685.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,1685,OFFHAND,1961,3,True,INTERNAL_NAME
200059,appearance.d1705.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,1705,OFFHAND,1984,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200060,appearance.d1706.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,1706,OFFHAND,1985,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200061,appearance.d1727.s5.c4.sc3,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,1727,CHEST,2016,1,False,NO_KNOWN_ACQUISITION
200062,appearance.d1755.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,1755,OFFHAND,2051,2,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200063,appearance.d1757.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,1757,OFFHAND,2053,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200064,appearance.d1758.s21.c2.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,1758,MAINHAND,2056,1,False,NO_KNOWN_ACQUISITION
200065,appearance.d1759.s13.c2.sc4,ACTIVE,public,TRACEABLE_WORLD_SOURCE,1759,MAINHAND,1958,1,True,
200066,appearance.d1768.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,1768,MAINHAND,25839,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200067,appearance.d1787.s5.c4.sc2,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,1787,CHEST,1535,1,False,DEPRECATED_NAME|NO_KNOWN_ACQUISITION
200068,appearance.d1795.s10.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,1795,HANDS,1659,1,True,
200069,appearance.d1818.s7.c4.sc1,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,1818,LEGS,2106,1,False,DEPRECATED_NAME|NO_KNOWN_ACQUISITION
200070,appearance.d1861.s8.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,1861,FEET,2432,1,True,
200071,appearance.d1926.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,1926,MAINHAND,2176,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200072,appearance.d1927.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,1927,MAINHAND,2177,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200073,appearance.d1930.s21.c2.sc7,ACTIVE,public,TRACEABLE_WORLD_SOURCE,1930,MAINHAND,31002,1,True,
200074,appearance.d1938.s21.c2.sc4,ACTIVE,test,REVIEWED_TEST_SIGNAL,1938,MAINHAND,2189,1,False,NO_KNOWN_ACQUISITION|TEST_NAME
200075,appearance.d1963.s7.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,1963,LEGS,2818,1,True,
200076,appearance.d1966.s8.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,1966,FEET,15121,1,True,
200077,appearance.d1978.s7.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,1978,LEGS,5199,2,True,
200078,appearance.d1981.s8.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,1981,FEET,15111,1,True,
200079,appearance.d2052.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2052,OFFHAND,3651,1,True,
200080,appearance.d2057.s10.c4.sc2,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2057,HANDS,2255,2,False,NO_KNOWN_ACQUISITION
200081,appearance.d2080.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,2080,OFFHAND,143,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200082,appearance.d2083.s8.c4.sc2,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2083,FEET,2301,1,False,NO_KNOWN_ACQUISITION
200083,appearance.d2101.s10.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2101,HANDS,844,1,True,
200084,appearance.d2106.s5.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2106,CHEST,799,1,True,
200085,appearance.d2161.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2161,OFFHAND,1201,1,True,
200086,appearance.d2163.s4.c4.sc0,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2163,SHIRT,6096,1,True,
200087,appearance.d2208.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2208,OFFHAND,1166,2,True,
200088,appearance.d2210.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2210,OFFHAND,1276,2,True,
200089,appearance.d2211.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2211,OFFHAND,15113,1,True,
200090,appearance.d2215.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2215,CHEST,2379,3,True,
200091,appearance.d2217.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2217,LEGS,2381,5,True,
200092,appearance.d2217.s7.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2217,LEGS,900067,1,False,NO_KNOWN_ACQUISITION
200093,appearance.d2222.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2222,CHEST,2386,1,True,
200094,appearance.d2228.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2228,LEGS,2388,1,True,
200095,appearance.d2265.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2265,CHEST,2392,2,True,
200096,appearance.d2265.s5.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2265,CHEST,900063,1,False,NO_KNOWN_ACQUISITION
200097,appearance.d2269.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2269,CHEST,2398,1,True,
200098,appearance.d2270.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2270,LEGS,2400,1,True,
200099,appearance.d2311.s7.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2311,LEGS,18745,1,True,
200100,appearance.d2324.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2324,OFFHAND,2442,2,True,
200101,appearance.d2329.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2329,OFFHAND,1202,1,True,
200102,appearance.d2355.s8.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2355,FEET,2143,1,True,
200103,appearance.d2358.s10.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2358,HANDS,9806,1,True,
200104,appearance.d2362.s10.c4.sc2,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2362,HANDS,4247,1,False,NO_KNOWN_ACQUISITION
200105,appearance.d2368.s10.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2368,HANDS,720,1,True,
200106,appearance.d2373.s8.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2373,FEET,18043,1,True,
200107,appearance.d2380.s17.c2.sc8,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2380,MAINHAND,2128,4,True,
200108,appearance.d2388.s17.c2.sc10,ACTIVE,test,REVIEWED_TEST_SIGNAL,2388,MAINHAND,5558,2,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION|TEST_NAME
200109,appearance.d2398.s21.c2.sc7,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2398,MAINHAND,2496,1,False,NO_KNOWN_ACQUISITION
200110,appearance.d2399.s17.c2.sc8,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2399,MAINHAND,2497,1,False,NO_KNOWN_ACQUISITION
200111,appearance.d2440.s17.c2.sc5,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2440,MAINHAND,22333,1,True,
200112,appearance.d2456.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2456,OFFHAND,23139,1,True,
200113,appearance.d2466.s17.c2.sc5,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2466,MAINHAND,2557,1,False,NO_KNOWN_ACQUISITION
200114,appearance.d2469.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,2469,MAINHAND,2559,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200115,appearance.d2470.s4.c4.sc0,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2470,SHIRT,6097,1,True,
200116,appearance.d2486.s8.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2486,FEET,2571,1,True,
200117,appearance.d2489.s10.c4.sc1,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2489,HANDS,2573,1,False,NO_KNOWN_ACQUISITION
200118,appearance.d2490.s5.c4.sc1,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,2490,CHEST,2574,1,False,DEPRECATED_NAME|NO_KNOWN_ACQUISITION
200119,appearance.d2539.s3.c4.sc1,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,2539,SHOULDER,1432,3,False,DEPRECATED_NAME|NO_KNOWN_ACQUISITION
200120,appearance.d2552.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2552,OFFHAND,2210,3,True,
200121,appearance.d2553.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2553,OFFHAND,2212,1,True,
200122,appearance.d2559.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2559,OFFHAND,2222,1,True,
200123,appearance.d2563.s3.c4.sc2,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,2563,SHOULDER,1508,7,False,DEPRECATED_NAME|NO_KNOWN_ACQUISITION
200124,appearance.d2594.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2594,OFFHAND,1203,1,True,
200125,appearance.d2628.s7.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2628,LEGS,2237,2,True,
200126,appearance.d2632.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2632,OFFHAND,2249,2,True,
200127,appearance.d2633.s14.c4.sc6,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,2633,OFFHAND,14696,1,False,DEPRECATED_NAME|NO_KNOWN_ACQUISITION
200128,appearance.d2644.s5.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2644,CHEST,6197,1,True,
200129,appearance.d2645.s5.c4.sc1,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,2645,CHEST,77,1,False,DEPRECATED_NAME|NO_KNOWN_ACQUISITION
200130,appearance.d2686.s10.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2686,HANDS,2475,1,True,
200131,appearance.d2708.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2708,MAINHAND,31733,1,True,
200132,appearance.d2738.s13.c2.sc15,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,2738,MAINHAND,23174,2,True,INTERNAL_NAME
200133,appearance.d2775.s17.c2.sc5,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,2775,MAINHAND,45055,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200134,appearance.d2777.s17.c2.sc5,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2777,MAINHAND,5292,1,False,NO_KNOWN_ACQUISITION
200135,appearance.d2786.s15.c2.sc2,ACTIVE,test,REVIEWED_TEST_SIGNAL,2786,MAINHAND,2773,18,True,TEST_NAME
200136,appearance.d2787.s15.c2.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2787,MAINHAND,2777,1,True,
200137,appearance.d2792.s26.c2.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2792,MAINHAND,25278,1,True,
200138,appearance.d2829.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2829,CHEST,914,1,True,
200139,appearance.d2839.s17.c2.sc5,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2839,MAINHAND,5491,1,False,NO_KNOWN_ACQUISITION
200140,appearance.d2840.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,2840,MAINHAND,5303,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
200141,appearance.d2861.s21.c2.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,2861,MAINHAND,2844,1,False,NO_KNOWN_ACQUISITION
200142,appearance.d2916.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2916,OFFHAND,5940,1,True,
200143,appearance.d2922.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2922,LEGS,2906,2,True,
200144,appearance.d2934.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2934,OFFHAND,2916,1,True,
200145,appearance.d2960.s3.c4.sc2,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,2960,SHOULDER,1435,1,False,DEPRECATED_NAME|NO_KNOWN_ACQUISITION
200146,appearance.d2967.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2967,CHEST,2898,4,True,
200147,appearance.d2969.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2969,LEGS,2418,1,True,
200148,appearance.d2976.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2976,LEGS,2425,1,True,
200149,appearance.d2989.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,2989,LEGS,2152,1,True,
200150,appearance.d3006.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3006,MAINHAND,4302,4,True,
200151,appearance.d3007.s13.c2.sc13,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3007,MAINHAND,2942,1,True,
200152,appearance.d3036.s8.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3036,FEET,4055,1,True,
200153,appearance.d3040.s5.c4.sc2,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,3040,CHEST,2952,1,False,NO_KNOWN_ACQUISITION
200154,appearance.d3043.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3043,LEGS,2545,3,True,
200155,appearance.d3057.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3057,CHEST,6336,1,True,
200156,appearance.d3058.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3058,LEGS,3050,2,True,
200157,appearance.d3083.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3083,LEGS,3751,1,True,
200158,appearance.d3092.s17.c2.sc8,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,3092,MAINHAND,3687,1,False,NO_KNOWN_ACQUISITION
200159,appearance.d3127.s14.c4.sc6,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,3127,OFFHAND,2170,1,False,DEPRECATED_NAME|NO_KNOWN_ACQUISITION
200160,appearance.d3151.s17.c2.sc5,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,3151,MAINHAND,2814,2,True,DEPRECATED_NAME
200161,appearance.d3169.s3.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3169,SHOULDER,9894,1,True,
200162,appearance.d3173.s7.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3173,LEGS,2277,1,True,
200163,appearance.d3175.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3175,MAINHAND,15244,1,True,
200164,appearance.d3179.s7.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3179,LEGS,3563,1,True,
200165,appearance.d3185.s15.c2.sc2,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,3185,MAINHAND,3038,1,False,NO_KNOWN_ACQUISITION
200166,appearance.d3186.s15.c2.sc2,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,3186,MAINHAND,4763,1,False,NO_KNOWN_ACQUISITION
200167,appearance.d3187.s15.c2.sc2,ACTIVE,test,REVIEWED_TEST_SIGNAL,3187,MAINHAND,5548,1,False,NO_KNOWN_ACQUISITION|TEST_NAME
200168,appearance.d3191.s22.c2.sc4,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,3191,OFFHAND,3044,1,False,DEPRECATED_NAME|INTERNAL_NAME|NO_KNOWN_ACQUISITION
200169,appearance.d3193.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3193,LEGS,7539,1,True,
200170,appearance.d3205.s7.c4.sc2,ACTIVE,deprecated,REVIEWED_DEPRECATED_SIGNAL,3205,LEGS,3064,1,False,DEPRECATED_NAME|NO_KNOWN_ACQUISITION
200171,appearance.d3206.s10.c4.sc2,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,3206,HANDS,3062,1,False,NO_KNOWN_ACQUISITION
200172,appearance.d3217.s7.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,3217,LEGS,3067,1,True,
200173,appearance.d3243.s17.c2.sc1,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,3243,MAINHAND,12951,3,True,INTERNAL_NAME
