typeKey,collectionId,collectionKey,ordinal,lifecycle,name_enUS,name_zhCN,policyKey,sourceBuild,sourceKind,sourceId,actionKind,actionId,assetReady,assetProfile,aliases
appearance,200020,appearance.d394.s7.c4.sc1,329,active,Deprecated 牛头人新兵的短裤,Deprecated 牛头人新兵的短裤,unrestricted,3.3.5.12340,item,156,APPLY,156,true,wotlk_native,item:156|slot:LEGS|compat:4:1|armor:CLOTH
appearance,200021,appearance.d395.s4.c4.sc0,330,active,Deprecated 牛头人新兵的衬衣,Deprecated 牛头人新兵的衬衣,unrestricted,3.3.5.12340,item,157,APPLY,157,true,wotlk_native,item:157|slot:SHIRT|compat:4:0|armor:ALL
appearance,200022,appearance.d396.s7.c4.sc1,331,active,Deprecated 牛头人 Trapper的短裤,Deprecated 牛头人 Trapper的短裤,unrestricted,3.3.5.12340,item,128,APPLY,128,true,wotlk_native,item:128|slot:LEGS|compat:4:1|armor:CLOTH
appearance,200023,appearance.d472.s17.c2.sc10,332,active,弯曲的法杖,弯曲的法杖,unrestricted,3.3.5.12340,item,35,APPLY,35,true,wotlk_native,item:35|slot:MAINHAND|compat:2:10|weapon:STAFF
appearance,200024,appearance.d685.s7.c4.sc3,333,active,工头护腿,工头护腿,unrestricted,3.3.5.12340,item,2166,APPLY,2166,true,wotlk_native,item:2166|slot:LEGS|compat:4:3|armor:MAIL
appearance,200025,appearance.d687.s7.c4.sc3,334,active,用旧的锁甲短裤,用旧的锁甲短裤,unrestricted,3.3.5.12340,item,1735,APPLY,1735,true,wotlk_native,item:1735|item:1743|item:1751|item:1759|item:3813|item:27717|slot:LEGS|compat:4:3|armor:MAIL
appearance,200026,appearance.d691.s7.c4.sc2,335,active,超强护腿,超强护腿,unrestricted,3.3.5.12340,item,9808,APPLY,9808,true,wotlk_native,item:9808|slot:LEGS|compat:4:2|armor:LEATHER
appearance,200027,appearance.d697.s7.c4.sc3,336,active,锁链短裤,锁链短裤,unrestricted,3.3.5.12340,item,848,APPLY,848,true,wotlk_native,item:848|item:1943|item:4800|item:9815|slot:LEGS|compat:4:3|armor:MAIL
appearance,200028,appearance.d703.s8.c4.sc2,337,active,山猫之靴,山猫之靴,unrestricted,3.3.5.12340,item,1121,APPLY,1121,true,wotlk_native,item:1121|slot:FEET|compat:4:2|armor:LEATHER
appearance,200029,appearance.d704.s7.c4.sc3,338,active,NPC Equip 2543 NPC Equip 2543,NPC Equip 2543 NPC Equip 2543,unrestricted,3.3.5.12340,item,2543,APPLY,2543,true,wotlk_native,item:2543|slot:LEGS|compat:4:3|armor:MAIL
appearance,200030,appearance.d782.s13.c2.sc0,339,active,"Monster - Axe, 1H Large Double Bladed (Broken)","Monster - Axe, 1H Large Double Bladed (Broken)",unrestricted,3.3.5.12340,item,27849,APPLY,27849,true,wotlk_native,item:27849|slot:MAINHAND|compat:2:0|weapon:ONE_HAND_AXE
appearance,200031,appearance.d845.s8.c4.sc0,340,active,Deprecated Travel-worn 靴子,Deprecated Travel-worn 靴子,unrestricted,3.3.5.12340,item,2107,APPLY,2107,true,wotlk_native,item:2107|slot:FEET|compat:4:0|armor:ALL
appearance,200032,appearance.d859.s21.c2.sc7,341,active,Shadow Sword,Shadow Sword,unrestricted,3.3.5.12340,item,945,APPLY,945,true,wotlk_native,item:945|item:948|item:997|slot:MAINHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200033,appearance.d972.s10.c4.sc2,342,active,破旧的皮手套,破旧的皮手套,unrestricted,3.3.5.12340,item,1791,APPLY,1791,true,wotlk_native,item:1791|slot:HANDS|compat:4:2|armor:LEATHER
appearance,200034,appearance.d977.s5.c4.sc3,343,active,用旧的锁甲外衣,用旧的锁甲外衣,unrestricted,3.3.5.12340,item,1737,APPLY,1737,true,wotlk_native,item:1737|item:1745|item:1753|item:1761|item:2109|item:3815|item:10421|slot:CHEST|compat:4:3|armor:MAIL
appearance,200035,appearance.d1019.s5.c4.sc3,344,active,锁链护甲,锁链护甲,unrestricted,3.3.5.12340,item,847,APPLY,847,true,wotlk_native,item:847|item:1275|item:9818|slot:CHEST|compat:4:3|armor:MAIL
appearance,200036,appearance.d1057.s3.c4.sc1,345,active,Brown Leather 护肩 (Test),Brown Leather 护肩 (Test),unrestricted,3.3.5.12340,item,905,APPLY,905,true,wotlk_native,item:905|slot:SHOULDER|compat:4:1|armor:CLOTH
appearance,200037,appearance.d1058.s3.c4.sc1,346,active,Tan Leather 护肩 (Test),Tan Leather 护肩 (Test),unrestricted,3.3.5.12340,item,906,APPLY,906,true,wotlk_native,item:906|item:24587|slot:SHOULDER|compat:4:1|armor:CLOTH
appearance,200038,appearance.d1080.s5.c4.sc2,347,active,腐蚀的影子皮皮衣,腐蚀的影子皮皮衣,unrestricted,3.3.5.12340,item,917,APPLY,917,true,wotlk_native,item:917|slot:CHEST|compat:4:2|armor:LEATHER
appearance,200039,appearance.d1115.s21.c2.sc7,348,active,NPC 3359 NPC Equip 3359,NPC 3359 NPC Equip 3359,unrestricted,3.3.5.12340,item,3359,APPLY,3359,true,wotlk_native,item:3359|slot:MAINHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200040,appearance.d1121.s22.c2.sc7,349,active,DOOM的周刀！,DOOM的周刀！,unrestricted,3.3.5.12340,item,1018,APPLY,1018,true,wotlk_native,item:1018|item:17342|slot:OFFHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200041,appearance.d1184.s4.c4.sc4,350,active,NPC Equip 2248 NPC Equip 2248,NPC Equip 2248 NPC Equip 2248,unrestricted,3.3.5.12340,item,2248,APPLY,2248,true,wotlk_native,item:2248|slot:SHIRT|compat:4:4|armor:PLATE
appearance,200042,appearance.d1330.s5.c4.sc2,351,active,破旧的托恩皮革庄园,破旧的托恩皮革庄园,unrestricted,3.3.5.12340,item,1999,APPLY,1999,true,wotlk_native,item:1999|slot:CHEST|compat:4:2|armor:LEATHER
appearance,200043,appearance.d1357.s7.c4.sc1,352,active,Deprecated Dwarven 初学者的短裤,Deprecated Dwarven 初学者的短裤,unrestricted,3.3.5.12340,item,1398,APPLY,1398,true,wotlk_native,item:1398|slot:LEGS|compat:4:1|armor:CLOTH
appearance,200044,appearance.d1515.s21.c2.sc4,353,active,Deprecated 狼 Femur,Deprecated 狼 Femur,unrestricted,3.3.5.12340,item,751,APPLY,751,true,wotlk_native,item:751|slot:MAINHAND|compat:2:4|weapon:ONE_HAND_MACE
appearance,200045,appearance.d1542.s21.c2.sc7,354,active,破损的短剑,破损的短剑,unrestricted,3.3.5.12340,item,25,APPLY,25,true,wotlk_native,item:25|slot:MAINHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200046,appearance.d1544.s21.c2.sc7,355,active,民兵短剑,民兵短剑,unrestricted,3.3.5.12340,item,1161,APPLY,1161,true,wotlk_native,item:1161|item:22957|item:23396|slot:MAINHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200047,appearance.d1546.s21.c2.sc7,356,active,钝剑,钝剑,unrestricted,3.3.5.12340,item,1384,APPLY,1384,true,wotlk_native,item:1384|slot:MAINHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200048,appearance.d1547.s13.c2.sc7,357,active,雷象骑手轻剑,雷象骑手轻剑,unrestricted,3.3.5.12340,item,26053,APPLY,26053,true,wotlk_native,item:26053|slot:MAINHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200049,appearance.d1547.s21.c2.sc7,358,active,无力短剑,无力短剑,unrestricted,3.3.5.12340,item,1413,APPLY,1413,true,wotlk_native,item:1413|item:5586|slot:MAINHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200050,appearance.d1550.s21.c2.sc7,359,active,旧剑,旧剑,unrestricted,3.3.5.12340,item,1008,APPLY,1008,true,wotlk_native,item:1008|slot:MAINHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200051,appearance.d1600.s17.c2.sc10,360,active,"Monster - 法杖, Crooked","Monster - 法杖, Crooked",unrestricted,3.3.5.12340,item,1908,APPLY,1908,true,wotlk_native,item:1908|slot:MAINHAND|compat:2:10|weapon:STAFF
appearance,200052,appearance.d1628.s17.c2.sc8,361,active,Fast Test 2H 剑,Fast Test 2H 剑,unrestricted,3.3.5.12340,item,5556,APPLY,5556,true,wotlk_native,item:5556|slot:MAINHAND|compat:2:8|weapon:TWO_HAND_SWORD
appearance,200053,appearance.d1644.s14.c4.sc6,362,active,绿塔,绿塔,unrestricted,3.3.5.12340,item,1204,APPLY,1204,true,wotlk_native,item:1204|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200054,appearance.d1661.s17.c2.sc10,363,active,旧旧大会议室,旧旧大会议室,unrestricted,3.3.5.12340,item,1948,APPLY,1948,true,wotlk_native,item:1948|slot:MAINHAND|compat:2:10|weapon:STAFF
appearance,200055,appearance.d1673.s14.c4.sc6,364,active,典礼圆盾,典礼圆盾,unrestricted,3.3.5.12340,item,3653,APPLY,3653,true,wotlk_native,item:3653|item:6380|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200056,appearance.d1680.s14.c4.sc6,365,active,用旧的木制圆盾,用旧的木制圆盾,unrestricted,3.3.5.12340,item,876,APPLY,876,true,wotlk_native,item:876|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200057,appearance.d1684.s14.c4.sc6,366,active,"Monster - 盾牌, Small Wooden","Monster - 盾牌, Small Wooden",unrestricted,3.3.5.12340,item,1957,APPLY,1957,true,wotlk_native,item:1957|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200058,appearance.d1685.s14.c4.sc6,367,active,"Monster - 盾牌, Buckler Wooden","Monster - 盾牌, Buckler Wooden",unrestricted,3.3.5.12340,item,1961,APPLY,1961,true,wotlk_native,item:1961|item:5357|item:9804|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200059,appearance.d1705.s14.c4.sc6,368,active,"Monster - 盾牌, Kite Metal","Monster - 盾牌, Kite Metal",unrestricted,3.3.5.12340,item,1984,APPLY,1984,true,wotlk_native,item:1984|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200060,appearance.d1706.s14.c4.sc6,369,active,"Monster - 盾牌, Large Wooden","Monster - 盾牌, Large Wooden",unrestricted,3.3.5.12340,item,1985,APPLY,1985,true,wotlk_native,item:1985|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200061,appearance.d1727.s5.c4.sc3,370,active,生锈的链甲,生锈的链甲,unrestricted,3.3.5.12340,item,2016,APPLY,2016,true,wotlk_native,item:2016|slot:CHEST|compat:4:3|armor:MAIL
appearance,200062,appearance.d1755.s14.c4.sc6,371,active,"Monster - 盾牌, Small Wooden Damaged","Monster - 盾牌, Small Wooden Damaged",unrestricted,3.3.5.12340,item,2051,APPLY,2051,true,wotlk_native,item:2051|item:2052|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200063,appearance.d1757.s14.c4.sc6,372,active,"Monster - 盾牌, Buckler Metal Damaged","Monster - 盾牌, Buckler Metal Damaged",unrestricted,3.3.5.12340,item,2053,APPLY,2053,true,wotlk_native,item:2053|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200064,appearance.d1758.s21.c2.sc4,373,active,The Velvet Hammer,The Velvet Hammer,unrestricted,3.3.5.12340,item,2056,APPLY,2056,true,wotlk_native,item:2056|slot:MAINHAND|compat:2:4|weapon:ONE_HAND_MACE
appearance,200065,appearance.d1759.s13.c2.sc4,374,active,石化胫骨,石化胫骨,unrestricted,3.3.5.12340,item,1958,APPLY,1958,true,wotlk_native,item:1958|slot:MAINHAND|compat:2:4|weapon:ONE_HAND_MACE
appearance,200066,appearance.d1768.s17.c2.sc10,375,active,"Monster - Staff, Basic Blue","Monster - Staff, Basic Blue",unrestricted,3.3.5.12340,item,25839,APPLY,25839,true,wotlk_native,item:25839|slot:MAINHAND|compat:2:10|weapon:STAFF
appearance,200067,appearance.d1787.s5.c4.sc2,376,active,Deprecated Bloodscalp 外衣,Deprecated Bloodscalp 外衣,unrestricted,3.3.5.12340,item,1535,APPLY,1535,true,wotlk_native,item:1535|slot:CHEST|compat:4:2|armor:LEATHER
appearance,200068,appearance.d1795.s10.c4.sc1,377,active,工程学手套,工程学手套,unrestricted,3.3.5.12340,item,1659,APPLY,1659,true,wotlk_native,item:1659|slot:HANDS|compat:4:1|armor:CLOTH
appearance,200069,appearance.d1818.s7.c4.sc1,378,active,Deprecated Worn 短裤,Deprecated Worn 短裤,unrestricted,3.3.5.12340,item,2106,APPLY,2106,true,wotlk_native,item:2106|slot:LEGS|compat:4:1|armor:CLOTH
appearance,200070,appearance.d1861.s8.c4.sc1,379,active,赤色战靴,赤色战靴,unrestricted,3.3.5.12340,item,2432,APPLY,2432,true,wotlk_native,item:2432|slot:FEET|compat:4:1|armor:CLOTH
appearance,200071,appearance.d1926.s17.c2.sc10,380,active,"Monster - 法杖, Ornate 牧师法杖","Monster - 法杖, Ornate 牧师法杖",unrestricted,3.3.5.12340,item,2176,APPLY,2176,true,wotlk_native,item:2176|slot:MAINHAND|compat:2:10|weapon:STAFF
appearance,200072,appearance.d1927.s17.c2.sc10,381,active,"Monster - 法杖, Ornate 法师法杖","Monster - 法杖, Ornate 法师法杖",unrestricted,3.3.5.12340,item,2177,APPLY,2177,true,wotlk_native,item:2177|slot:MAINHAND|compat:2:10|weapon:STAFF
appearance,200073,appearance.d1930.s21.c2.sc7,382,active,召唤者之刃,召唤者之刃,unrestricted,3.3.5.12340,item,31002,APPLY,31002,true,wotlk_native,item:31002|slot:MAINHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200074,appearance.d1938.s21.c2.sc4,383,active,Tigole的 Boomstick (TEST),Tigole的 Boomstick (TEST),unrestricted,3.3.5.12340,item,2189,APPLY,2189,true,wotlk_native,item:2189|slot:MAINHAND|compat:2:4|weapon:ONE_HAND_MACE
appearance,200075,appearance.d1963.s7.c4.sc2,384,active,延展皮裤,延展皮裤,unrestricted,3.3.5.12340,item,2818,APPLY,2818,true,wotlk_native,item:2818|slot:LEGS|compat:4:2|armor:LEATHER
appearance,200076,appearance.d1966.s8.c4.sc2,385,active,粗鲁长靴,粗鲁长靴,unrestricted,3.3.5.12340,item,15121,APPLY,15121,true,wotlk_native,item:15121|slot:FEET|compat:4:2|armor:LEATHER
appearance,200077,appearance.d1978.s7.c4.sc2,386,active,铁匠短裤,铁匠短裤,unrestricted,3.3.5.12340,item,5199,APPLY,5199,true,wotlk_native,item:5199|item:15117|slot:LEGS|compat:4:2|armor:LEATHER
appearance,200078,appearance.d1981.s8.c4.sc2,387,active,刚硬皮靴,刚硬皮靴,unrestricted,3.3.5.12340,item,15111,APPLY,15111,true,wotlk_native,item:15111|slot:FEET|compat:4:2|armor:LEATHER
appearance,200079,appearance.d2052.s14.c4.sc6,388,active,精兵盾牌,精兵盾牌,unrestricted,3.3.5.12340,item,3651,APPLY,3651,true,wotlk_native,item:3651|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200080,appearance.d2057.s10.c4.sc2,389,active,被掠夺的厚厚皮皮手套,被掠夺的厚厚皮皮手套,unrestricted,3.3.5.12340,item,2255,APPLY,2255,true,wotlk_native,item:2255|item:7358|slot:HANDS|compat:4:2|armor:LEATHER
appearance,200081,appearance.d2080.s14.c4.sc6,390,active,"Monster - 盾牌, 暴风城卫兵","Monster - 盾牌, 暴风城卫兵",unrestricted,3.3.5.12340,item,143,APPLY,143,true,wotlk_native,item:143|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200082,appearance.d2083.s8.c4.sc2,391,active,NPC Equip 2301,NPC Equip 2301,unrestricted,3.3.5.12340,item,2301,APPLY,2301,true,wotlk_native,item:2301|slot:FEET|compat:4:2|armor:LEATHER
appearance,200083,appearance.d2101.s10.c4.sc2,392,active,棕色皮手套,棕色皮手套,unrestricted,3.3.5.12340,item,844,APPLY,844,true,wotlk_native,item:844|slot:HANDS|compat:4:2|armor:LEATHER
appearance,200084,appearance.d2106.s5.c4.sc2,393,active,劣质皮外衣,劣质皮外衣,unrestricted,3.3.5.12340,item,799,APPLY,799,true,wotlk_native,item:799|slot:CHEST|compat:4:2|armor:LEATHER
appearance,200085,appearance.d2161.s14.c4.sc6,394,active,黑色尖头盾,黑色尖头盾,unrestricted,3.3.5.12340,item,1201,APPLY,1201,true,wotlk_native,item:1201|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200086,appearance.d2163.s4.c4.sc0,395,active,学徒衬衣,学徒衬衣,unrestricted,3.3.5.12340,item,6096,APPLY,6096,true,wotlk_native,item:6096|slot:SHIRT|compat:4:0|armor:ALL
appearance,200087,appearance.d2208.s14.c4.sc6,396,active,凹陷的圆盾,凹陷的圆盾,unrestricted,3.3.5.12340,item,1166,APPLY,1166,true,wotlk_native,item:1166|item:17183|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200088,appearance.d2210.s14.c4.sc6,397,active,淬火圆盾,淬火圆盾,unrestricted,3.3.5.12340,item,1276,APPLY,1276,true,wotlk_native,item:1276|item:6559|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200089,appearance.d2211.s14.c4.sc6,398,active,刚硬圆盾,刚硬圆盾,unrestricted,3.3.5.12340,item,15113,APPLY,15113,true,wotlk_native,item:15113|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200090,appearance.d2215.s5.c4.sc3,399,active,无光泽的链甲外衣,无光泽的链甲外衣,unrestricted,3.3.5.12340,item,2379,APPLY,2379,true,wotlk_native,item:2379|item:2648|item:2656|slot:CHEST|compat:4:3|armor:MAIL
appearance,200091,appearance.d2217.s7.c4.sc3,400,active,无光泽的链甲护腿,无光泽的链甲护腿,unrestricted,3.3.5.12340,item,2381,APPLY,2381,true,wotlk_native,item:2381|item:2394|item:2646|item:2654|item:900047|slot:LEGS|compat:4:3|armor:MAIL
appearance,200092,appearance.d2217.s7.c4.sc4,401,active,狮心新兵腿甲,狮心新兵腿甲,unrestricted,3.3.5.12340,item,900067,APPLY,900067,true,wotlk_native,item:900067|slot:LEGS|compat:4:4|armor:PLATE
appearance,200093,appearance.d2222.s5.c4.sc3,402,active,铁锈链甲外衣,铁锈链甲外衣,unrestricted,3.3.5.12340,item,2386,APPLY,2386,true,wotlk_native,item:2386|slot:CHEST|compat:4:3|armor:MAIL
appearance,200094,appearance.d2228.s7.c4.sc3,403,active,铁锈链甲护腿,铁锈链甲护腿,unrestricted,3.3.5.12340,item,2388,APPLY,2388,true,wotlk_native,item:2388|slot:LEGS|compat:4:3|armor:MAIL
appearance,200095,appearance.d2265.s5.c4.sc3,404,active,轻型锁甲,轻型锁甲,unrestricted,3.3.5.12340,item,2392,APPLY,2392,true,wotlk_native,item:2392|item:900043|slot:CHEST|compat:4:3|armor:MAIL
appearance,200096,appearance.d2265.s5.c4.sc4,405,active,狮心新兵胸甲,狮心新兵胸甲,unrestricted,3.3.5.12340,item,900063,APPLY,900063,true,wotlk_native,item:900063|slot:CHEST|compat:4:4|armor:PLATE
appearance,200097,appearance.d2269.s5.c4.sc3,406,active,轻型链甲,轻型链甲,unrestricted,3.3.5.12340,item,2398,APPLY,2398,true,wotlk_native,item:2398|slot:CHEST|compat:4:3|armor:MAIL
appearance,200098,appearance.d2270.s7.c4.sc3,407,active,轻型链甲护腿,轻型链甲护腿,unrestricted,3.3.5.12340,item,2400,APPLY,2400,true,wotlk_native,item:2400|slot:LEGS|compat:4:3|armor:MAIL
appearance,200099,appearance.d2311.s7.c4.sc1,408,active,神圣布质护腿,神圣布质护腿,unrestricted,3.3.5.12340,item,18745,APPLY,18745,true,wotlk_native,item:18745|slot:LEGS|compat:4:1|armor:CLOTH
appearance,200100,appearance.d2324.s14.c4.sc6,409,active,强化轻盾,强化轻盾,unrestricted,3.3.5.12340,item,2442,APPLY,2442,true,wotlk_native,item:2442|item:17192|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200101,appearance.d2329.s14.c4.sc6,410,active,墙盾,墙盾,unrestricted,3.3.5.12340,item,1202,APPLY,1202,true,wotlk_native,item:1202|slot:OFFHAND|compat:4:6|armor:ALL
appearance,200102,appearance.d2355.s8.c4.sc2,411,active,硝化战靴,硝化战靴,unrestricted,3.3.5.12340,item,2143,APPLY,2143,true,wotlk_native,item:2143|slot:FEET|compat:4:2|armor:LEATHER
appearance,200103,appearance.d2358.s10.c4.sc2,412,active,超强手套,超强手套,unrestricted,3.3.5.12340,item,9806,APPLY,9806,true,wotlk_native,item:9806|slot:HANDS|compat:4:2|armor:LEATHER
appearance,200104,appearance.d2362.s10.c4.sc2,413,active,山地皮手套,山地皮手套,unrestricted,3.3.5.12340,item,4247,APPLY,4247,true,wotlk_native,item:4247|slot:HANDS|compat:4:2|armor:LEATHER
appearance,200105,appearance.d2368.s10.c4.sc2,414,active,争战手套,争战手套,unrestricted,3.3.5.12340,item,720,APPLY,720,true,wotlk_native,item:720|slot:HANDS|compat:4:2|armor:LEATHER
appearance,200106,appearance.d2373.s8.c4.sc2,415,active,煤工长靴,煤工长靴,unrestricted,3.3.5.12340,item,18043,APPLY,18043,true,wotlk_native,item:18043|slot:FEET|compat:4:2|armor:LEATHER
appearance,200107,appearance.d2380.s17.c2.sc8,416,active,粗糙的双刃刀,粗糙的双刃刀,unrestricted,3.3.5.12340,item,2128,APPLY,2128,true,wotlk_native,item:2128|item:23346|item:37659|item:49778|slot:MAINHAND|compat:2:8|weapon:TWO_HAND_SWORD
appearance,200108,appearance.d2388.s17.c2.sc10,417,active,Fast Test 法杖,Fast Test 法杖,unrestricted,3.3.5.12340,item,5558,APPLY,5558,true,wotlk_native,item:5558|item:12937|slot:MAINHAND|compat:2:10|weapon:STAFF
appearance,200109,appearance.d2398.s21.c2.sc7,418,active,袭击者短剑,袭击者短剑,unrestricted,3.3.5.12340,item,2496,APPLY,2496,true,wotlk_native,item:2496|slot:MAINHAND|compat:2:7|weapon:ONE_HAND_SWORD
appearance,200110,appearance.d2399.s17.c2.sc8,419,active,生锈的双刃刀,生锈的双刃刀,unrestricted,3.3.5.12340,item,2497,APPLY,2497,true,wotlk_native,item:2497|slot:MAINHAND|compat:2:8|weapon:TWO_HAND_SWORD
appearance,200111,appearance.d2440.s17.c2.sc5,420,active,圣力之锤,圣力之锤,unrestricted,3.3.5.12340,item,22333,APPLY,22333,true,wotlk_native,item:22333|slot:MAINHAND|compat:2:5|weapon:TWO_HAND_MACE
appearance,200112,appearance.d2456.s14.c4.sc6,421,active,布莱克伍德公爵之盾,布莱克伍德公爵之盾,unrestricted,3.3.5.12340,item,23139,APPLY,23139,true,wotlk_native,item:23139|slot:OFFHAND|compat:4:6|armor:ALL
