appearanceId,collectionKey,scope,route,modelPath,radius,width,depth,height,extentRatio,outlierReasons
200341,appearance.d4995.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_02.m2,1.28734,2.574679,0.097151,0.11021,26.501827,EXTREME_ASPECT_RATIO
200345,appearance.d5010.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_a_01.m2,1.189521,2.376651,0.063879,0.148946,37.205514,EXTREME_ASPECT_RATIO
200349,appearance.d5040.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_sabre_a_02.m2,0.580217,1.159211,0.066434,0.224464,17.449062,EXTREME_ASPECT_RATIO
200351,appearance.d5072.s23.c4.sc0,PUBLIC,HELD_IN_OFFHAND,item\objectcomponents\weapon\stave_2h_long_a_02.m2,1.28734,2.574679,0.097151,0.11021,26.501827,EXTREME_ASPECT_RATIO
200355,appearance.d5098.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_01.m2,1.225709,2.451417,0.097104,0.110051,25.245273,EXTREME_ASPECT_RATIO
200362,appearance.d5125.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
200374,appearance.d5163.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_b_02.m2,0.735474,1.470949,0.065926,0.359245,22.312123,EXTREME_ASPECT_RATIO
200375,appearance.d5165.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_sabre_b_02.m2,0.663483,1.296368,0.073742,0.283322,17.579778,EXTREME_ASPECT_RATIO
200377,appearance.d5170.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_03.m2,0.646229,1.292392,0.069523,0.312097,18.589416,EXTREME_ASPECT_RATIO
200378,appearance.d5175.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_01.m2,0.897979,1.795958,0.101721,0.225879,17.655725,EXTREME_ASPECT_RATIO
200379,appearance.d5176.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_01.m2,0.906324,1.812648,0.095631,0.396315,18.954607,EXTREME_ASPECT_RATIO
200380,appearance.d5193.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_korean_c_01.m2,0.900143,1.791861,0.103375,0.180499,17.333601,EXTREME_ASPECT_RATIO
200408,appearance.d5289.s17.c2.sc17,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_a_02.m2,1.096531,2.193062,0.081019,0.275417,27.06849,EXTREME_ASPECT_RATIO
200412,appearance.d5392.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_a_02.m2,0.837893,1.429661,0.063541,0.482314,22.499819,EXTREME_ASPECT_RATIO
200419,appearance.d5417.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_a_01.m2,1.189521,2.376651,0.063879,0.148946,37.205514,EXTREME_ASPECT_RATIO
200431,appearance.d5536.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_02.m2,1.063181,2.126363,0.127151,0.325943,16.723132,EXTREME_ASPECT_RATIO
200433,appearance.d5542.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_jeweled_a_03.m2,0.993953,1.987906,0.113557,0.128324,17.505799,EXTREME_ASPECT_RATIO
200435,appearance.d5636.s17.c2.sc6,PUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_a_02.m2,1.096531,2.193062,0.081019,0.275417,27.06849,EXTREME_ASPECT_RATIO
200436,appearance.d5638.s17.c2.sc6,PUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_a_01.m2,1.1031,2.206199,0.121614,0.275417,18.140995,EXTREME_ASPECT_RATIO
200437,appearance.d5638.s17.c2.sc17,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_a_01.m2,1.1031,2.206199,0.121614,0.275417,18.140995,EXTREME_ASPECT_RATIO
200445,appearance.d5949.s17.c2.sc6,PUBLIC,MAINHAND,item\objectcomponents\weapon\misc_2h_harpoon_b_01.m2,1.14059,2.281167,0.085418,0.216081,26.705928,EXTREME_ASPECT_RATIO
200458,appearance.d6231.s15.c2.sc2,NONPUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_02.m2,1.187731,1.958303,0.068972,0.763025,28.392725,EXTREME_ASPECT_RATIO
200459,appearance.d6232.s15.c2.sc2,NONPUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_01.m2,1.062182,1.783298,0.063583,0.663696,28.046774,EXTREME_ASPECT_RATIO
200460,appearance.d6233.s15.c2.sc2,NONPUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_a_01.m2,0.831831,1.429662,0.063541,0.550509,22.499835,EXTREME_ASPECT_RATIO
200461,appearance.d6234.s15.c2.sc2,NONPUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
200462,appearance.d6235.s15.c2.sc2,NONPUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_02.m2,1.16304,1.976977,0.067398,0.617843,29.332873,EXTREME_ASPECT_RATIO
200706,appearance.d7308.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_01.m2,1.225709,2.451417,0.097104,0.110051,25.245273,EXTREME_ASPECT_RATIO
200707,appearance.d7310.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_03.m2,1.201561,2.403121,0.049566,0.056358,48.483255,EXTREME_ASPECT_RATIO
200710,appearance.d7313.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_03.m2,0.646229,1.292392,0.069523,0.312097,18.589416,EXTREME_ASPECT_RATIO
200711,appearance.d7319.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
200712,appearance.d7324.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_02.m2,0.929642,1.859284,0.084645,0.461327,21.965668,EXTREME_ASPECT_RATIO
200741,appearance.d7449.s13.c2.sc14,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\misc_2h_broom_a_01.m2,1.016456,2.005708,0.066423,0.32934,30.195986,EXTREME_ASPECT_RATIO
200747,appearance.d7459.s13.c2.sc14,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\misc_2h_harpoon_b_01.m2,1.14059,2.281167,0.085418,0.216081,26.705928,EXTREME_ASPECT_RATIO
200748,appearance.d7459.s17.c2.sc6,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\misc_2h_harpoon_b_01.m2,1.14059,2.281167,0.085418,0.216081,26.705928,EXTREME_ASPECT_RATIO
200749,appearance.d7459.s26.c2.sc16,NONPUBLIC,RANGED,item\objectcomponents\weapon\misc_2h_harpoon_b_01.m2,1.14059,2.281167,0.085418,0.216081,26.705928,EXTREME_ASPECT_RATIO
200754,appearance.d7464.s17.c2.sc6,PUBLIC,MAINHAND,item\objectcomponents\weapon\misc_2h_pitchfork_a_01.m2,1.22661,2.431889,0.108334,0.447223,22.448068,EXTREME_ASPECT_RATIO
200768,appearance.d7480.s17.c2.sc6,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_c_01.m2,1.09197,2.183686,0.082967,0.162036,26.319934,EXTREME_ASPECT_RATIO
200769,appearance.d7480.s17.c2.sc17,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_c_01.m2,1.09197,2.183686,0.082967,0.162036,26.319934,EXTREME_ASPECT_RATIO
200770,appearance.d7481.s17.c2.sc6,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_a_01.m2,1.1031,2.206199,0.121614,0.275417,18.140995,EXTREME_ASPECT_RATIO
200771,appearance.d7481.s17.c2.sc15,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_a_01.m2,1.1031,2.206199,0.121614,0.275417,18.140995,EXTREME_ASPECT_RATIO
200772,appearance.d7482.s13.c2.sc7,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_c_01.m2,0.728466,1.456932,0.078462,0.255199,18.568632,EXTREME_ASPECT_RATIO
200773,appearance.d7483.s13.c2.sc7,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_02.m2,0.60358,1.207161,0.069523,0.275063,17.363477,EXTREME_ASPECT_RATIO
200775,appearance.d7485.s13.c2.sc7,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_sabre_b_02.m2,0.663483,1.296368,0.073742,0.283322,17.579778,EXTREME_ASPECT_RATIO
200779,appearance.d7489.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_bastard_d_01.m2,0.958051,1.916102,0.099107,0.589121,19.33367,EXTREME_ASPECT_RATIO
200780,appearance.d7490.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_01.m2,0.906324,1.812648,0.095631,0.396315,18.954607,EXTREME_ASPECT_RATIO
200781,appearance.d7491.s13.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_korean_c_01.m2,0.900143,1.791861,0.103375,0.180499,17.333601,EXTREME_ASPECT_RATIO
200792,appearance.d7526.s13.c2.sc7,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_b_02.m2,0.735474,1.470949,0.065926,0.359245,22.312123,EXTREME_ASPECT_RATIO
200807,appearance.d7603.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_a_01.m2,0.831831,1.429662,0.063541,0.550509,22.499835,EXTREME_ASPECT_RATIO
200825,appearance.d8000.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_03.m2,0.778061,1.556123,0.095531,0.269328,16.289194,EXTREME_ASPECT_RATIO
200827,appearance.d8016.s13.c2.sc7,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_01.m2,0.897979,1.795958,0.101721,0.225879,17.655725,EXTREME_ASPECT_RATIO
200838,appearance.d8104.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_short_a_01.m2,1.068146,1.765619,0.094876,0.576256,18.609754,EXTREME_ASPECT_RATIO
200839,appearance.d8106.s15.c2.sc2,NONPUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_short_a_01.m2,1.068146,1.765619,0.094876,0.576256,18.609754,EXTREME_ASPECT_RATIO
200840,appearance.d8107.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_a_02.m2,0.837893,1.429661,0.063541,0.482314,22.499819,EXTREME_ASPECT_RATIO
200855,appearance.d8376.s13.c2.sc0,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\glave_1h_dualblade_c_01.m2,1.051915,2.057242,0.086785,0.440289,23.705041,EXTREME_ASPECT_RATIO
200957,appearance.d8745.s17.c2.sc6,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_trident_a_01.m2,1.025601,2.050387,0.096707,0.329107,21.202054,EXTREME_ASPECT_RATIO
200958,appearance.d8746.s17.c2.sc6,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_trident_a_02.m2,1.079546,2.159018,0.076089,0.36222,28.374903,EXTREME_ASPECT_RATIO
200959,appearance.d8747.s17.c2.sc6,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_trident_b_01.m2,1.11926,2.238521,0.076089,0.435623,29.419772,EXTREME_ASPECT_RATIO
200975,appearance.d9060.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
200984,appearance.d9122.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_04.m2,0.732804,1.448486,0.077128,0.216242,18.780287,EXTREME_ASPECT_RATIO
201010,appearance.d9465.s13.c2.sc7,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_01.m2,0.643891,1.287781,0.049659,0.291243,25.93248,EXTREME_ASPECT_RATIO
201140,appearance.d10654.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_03.m2,1.201561,2.403121,0.049566,0.056358,48.483255,EXTREME_ASPECT_RATIO
201230,appearance.d12274.s13.c2.sc7,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_01.m2,0.643891,1.287781,0.049659,0.291243,25.93248,EXTREME_ASPECT_RATIO
201233,appearance.d12286.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_03.m2,1.227987,2.455123,0.080802,0.210225,30.384434,EXTREME_ASPECT_RATIO
201268,appearance.d12562.s17.c2.sc6,PUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_b_02.m2,1.12959,2.25918,0.076089,0.193408,29.691283,EXTREME_ASPECT_RATIO
201271,appearance.d12610.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_machete_b_01.m2,0.723998,1.405818,0.061774,0.346942,22.757438,EXTREME_ASPECT_RATIO
201327,appearance.d12857.s17.c2.sc6,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_a_02.m2,1.096531,2.193062,0.081019,0.275417,27.06849,EXTREME_ASPECT_RATIO
201332,appearance.d12883.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_02.m2,1.187731,1.958303,0.068972,0.763025,28.392725,EXTREME_ASPECT_RATIO
201368,appearance.d13078.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_c_01.m2,0.728466,1.456932,0.078462,0.255199,18.568632,EXTREME_ASPECT_RATIO
201432,appearance.d13583.s17.c2.sc14,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_02.m2,0.929642,1.859284,0.084645,0.461327,21.965668,EXTREME_ASPECT_RATIO
201433,appearance.d13585.s13.c2.sc7,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_01.m2,0.643891,1.287781,0.049659,0.291243,25.93248,EXTREME_ASPECT_RATIO
201452,appearance.d13853.s17.c2.sc14,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_02.m2,0.929642,1.859284,0.084645,0.461327,21.965668,EXTREME_ASPECT_RATIO
201816,appearance.d15430.s23.c4.sc0,PUBLIC,HELD_IN_OFFHAND,item\objectcomponents\weapon\stave_2h_long_b_04.m2,0.732804,1.448486,0.077128,0.216242,18.780287,EXTREME_ASPECT_RATIO
201827,appearance.d15561.s23.c4.sc0,PUBLIC,HELD_IN_OFFHAND,item\objectcomponents\weapon\stave_2h_long_c_01.m2,1.177365,2.35473,0.097209,0.302856,24.223374,EXTREME_ASPECT_RATIO
201828,appearance.d15564.s23.c4.sc0,PUBLIC,HELD_IN_OFFHAND,item\objectcomponents\weapon\stave_2h_jeweled_a_01.m2,1.040729,2.081457,0.110537,0.124912,18.83041,EXTREME_ASPECT_RATIO
201830,appearance.d15591.s21.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_sabre_a_02.m2,0.580217,1.159211,0.066434,0.224464,17.449062,EXTREME_ASPECT_RATIO
201832,appearance.d15704.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
201842,appearance.d15804.s13.c2.sc7,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_01.m2,0.643891,1.287781,0.049659,0.291243,25.93248,EXTREME_ASPECT_RATIO
201875,appearance.d15990.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_d_01.m2,1.217385,2.430926,0.10459,0.536933,23.242432,EXTREME_ASPECT_RATIO
201911,appearance.d16147.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_03.m2,0.778061,1.556123,0.095531,0.269328,16.289194,EXTREME_ASPECT_RATIO
202074,appearance.d16752.s25.c2.sc16,PUBLIC,RANGED,item\objectcomponents\weapon\thrown_1h_dagger_a_01.m2,0.376499,0.745558,0.042192,0.434276,17.670601,EXTREME_ASPECT_RATIO
202075,appearance.d16753.s25.c2.sc16,PUBLIC,RANGED,item\objectcomponents\weapon\thrown_1h_dagger_a_01.m2,0.376499,0.745558,0.042192,0.434276,17.670601,EXTREME_ASPECT_RATIO
202451,appearance.d18289.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_c_02.m2,1.198592,2.370163,0.143702,0.35891,16.493598,EXTREME_ASPECT_RATIO
202452,appearance.d18289.s23.c4.sc0,PUBLIC,HELD_IN_OFFHAND,item\objectcomponents\weapon\stave_2h_long_c_02.m2,1.198592,2.370163,0.143702,0.35891,16.493598,EXTREME_ASPECT_RATIO
202466,appearance.d18342.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_02.m2,0.929642,1.859284,0.084645,0.461327,21.965668,EXTREME_ASPECT_RATIO
202467,appearance.d18343.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_short_a_01.m2,1.068146,1.765619,0.094876,0.576256,18.609754,EXTREME_ASPECT_RATIO
202470,appearance.d18350.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_short_a_01.m2,1.068146,1.765619,0.094876,0.576256,18.609754,EXTREME_ASPECT_RATIO
202473,appearance.d18355.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_02.m2,1.187731,1.958303,0.068972,0.763025,28.392725,EXTREME_ASPECT_RATIO
202490,appearance.d18388.s17.c2.sc6,PUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_c_01.m2,1.09197,2.183686,0.082967,0.162036,26.319934,EXTREME_ASPECT_RATIO
202499,appearance.d18409.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
202518,appearance.d18437.s23.c4.sc0,PUBLIC,HELD_IN_OFFHAND,item\objectcomponents\weapon\stave_2h_other_a_01.m2,1.189521,2.376651,0.063879,0.148946,37.205514,EXTREME_ASPECT_RATIO
202519,appearance.d18438.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_a_01.m2,1.189521,2.376651,0.063879,0.148946,37.205514,EXTREME_ASPECT_RATIO
202569,appearance.d18530.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_a_01.m2,1.189521,2.376651,0.063879,0.148946,37.205514,EXTREME_ASPECT_RATIO
202944,appearance.d19804.s17.c2.sc6,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_c_01.m2,1.09197,2.183686,0.082967,0.162036,26.319934,EXTREME_ASPECT_RATIO
202991,appearance.d20010.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_c_01.m2,0.728466,1.456932,0.078462,0.255199,18.568632,EXTREME_ASPECT_RATIO
203003,appearance.d20037.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_02.m2,0.847707,1.695374,0.069523,0.25976,24.3858,EXTREME_ASPECT_RATIO
203004,appearance.d20038.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_02.m2,0.847707,1.695374,0.069523,0.25976,24.3858,EXTREME_ASPECT_RATIO
203005,appearance.d20069.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_01.m2,0.906324,1.812648,0.095631,0.396315,18.954607,EXTREME_ASPECT_RATIO
203006,appearance.d20071.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_01.m2,0.906324,1.812648,0.095631,0.396315,18.954607,EXTREME_ASPECT_RATIO
203007,appearance.d20072.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_01.m2,0.906324,1.812648,0.095631,0.396315,18.954607,EXTREME_ASPECT_RATIO
203009,appearance.d20074.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_01.m2,0.897979,1.795958,0.101721,0.225879,17.655725,EXTREME_ASPECT_RATIO
203012,appearance.d20078.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_02.m2,0.847707,1.695374,0.069523,0.25976,24.3858,EXTREME_ASPECT_RATIO
203013,appearance.d20080.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_02.m2,1.063181,2.126363,0.127151,0.325943,16.723132,EXTREME_ASPECT_RATIO
203016,appearance.d20084.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_01.m2,0.897979,1.795958,0.101721,0.225879,17.655725,EXTREME_ASPECT_RATIO
203018,appearance.d20087.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_03.m2,0.778061,1.556123,0.095531,0.269328,16.289194,EXTREME_ASPECT_RATIO
203019,appearance.d20088.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_b_01.m2,0.705841,1.411683,0.063618,0.413965,22.189993,EXTREME_ASPECT_RATIO
203020,appearance.d20089.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_b_02.m2,0.735474,1.470949,0.065926,0.359245,22.312123,EXTREME_ASPECT_RATIO
