typeKey,collectionId,collectionKey,ordinal,lifecycle,name_enUS,name_zhCN,policyKey,sourceBuild,sourceKind,sourceId,actionKind,actionId,assetReady,assetProfile,aliases
set,300028,set.itemset.186,18709,active,野兽追猎者,野兽追猎者,unrestricted,3.3.5.12340,item_set,186,APPLY,300028,true,wotlk_native,itemset:186|variant:1
set,300029,set.itemset.187,18710,active,元素,元素,unrestricted,3.3.5.12340,item_set,187,APPLY,300029,true,wotlk_native,itemset:187|variant:1
set,300030,set.itemset.188,18711,active,光铸护甲,光铸护甲,unrestricted,3.3.5.12340,item_set,188,APPLY,300030,true,wotlk_native,itemset:188|variant:1
set,300031,set.itemset.189,18712,active,勇气,勇气,unrestricted,3.3.5.12340,item_set,189,APPLY,300031,true,wotlk_native,itemset:189|variant:1
set,300000,set.arcanist_regalia,18499,active,奥术师,奥术师,unrestricted,3.3.5.12340,item_set,201,APPLY,300000,true,wotlk_native,itemset:201|variant:1
set,300032,set.itemset.202,18713,active,预言,预言,unrestricted,3.3.5.12340,item_set,202,APPLY,300032,true,wotlk_native,itemset:202|variant:1
set,300001,set.felheart_raiment,18500,active,恶魔之心,恶魔之心,unrestricted,3.3.5.12340,item_set,203,APPLY,300001,true,wotlk_native,itemset:203|variant:1
set,300002,set.nightslayer_armor,18501,active,夜幕杀手,夜幕杀手,unrestricted,3.3.5.12340,item_set,204,APPLY,300002,true,wotlk_native,itemset:204|variant:1
set,300003,set.cenarion_raiment,18502,active,塞纳里奥,塞纳里奥,unrestricted,3.3.5.12340,item_set,205,APPLY,300003,true,wotlk_native,itemset:205|variant:1
set,300004,set.giantstalker_armor,18503,active,巨人追猎者,巨人追猎者,unrestricted,3.3.5.12340,item_set,206,APPLY,300004,true,wotlk_native,itemset:206|variant:1
set,300005,set.earthfury,18504,active,大地之怒,大地之怒,unrestricted,3.3.5.12340,item_set,207,APPLY,300005,true,wotlk_native,itemset:207|variant:1
set,300006,set.lawbringer_armor,18505,active,秩序之源,秩序之源,unrestricted,3.3.5.12340,item_set,208,APPLY,300006,true,wotlk_native,itemset:208|variant:1
set,300007,set.battlegear_of_might,18506,active,力量,力量,unrestricted,3.3.5.12340,item_set,209,APPLY,300007,true,wotlk_native,itemset:209|variant:1
set,300033,set.itemset.210,18714,active,灵风,灵风,unrestricted,3.3.5.12340,item_set,210,APPLY,300033,true,wotlk_native,itemset:210|variant:1
set,300034,set.itemset.211,18715,active,卓越,卓越,unrestricted,3.3.5.12340,item_set,211,APPLY,300034,true,wotlk_native,itemset:211|variant:1
set,300035,set.itemset.212,18716,active,复仇,复仇,unrestricted,3.3.5.12340,item_set,212,APPLY,300035,true,wotlk_native,itemset:212|variant:1
set,300036,set.itemset.213,18717,active,血牙,血牙,unrestricted,3.3.5.12340,item_set,213,APPLY,300036,true,wotlk_native,itemset:213|variant:1
set,300037,set.itemset.214,18718,active,怒风,怒风,unrestricted,3.3.5.12340,item_set,214,APPLY,300037,true,wotlk_native,itemset:214|variant:1
set,300038,set.itemset.215,18719,active,巨龙追猎者,巨龙追猎者,unrestricted,3.3.5.12340,item_set,215,APPLY,300038,true,wotlk_native,itemset:215|variant:1
set,300039,set.itemset.216,18720,active,无尽风暴,无尽风暴,unrestricted,3.3.5.12340,item_set,216,APPLY,300039,true,wotlk_native,itemset:216|variant:1
set,300040,set.itemset.217,18721,active,审判,审判,unrestricted,3.3.5.12340,item_set,217,APPLY,300040,true,wotlk_native,itemset:217|variant:1
set,300041,set.itemset.218,18722,active,愤怒,愤怒,unrestricted,3.3.5.12340,item_set,218,APPLY,300041,true,wotlk_native,itemset:218|variant:1
set,300042,set.itemset.221,18723,active,塞奥沙套装,塞奥沙套装,unrestricted,3.3.5.12340,item_set,221,APPLY,300042,true,wotlk_native,itemset:221|variant:1
set,300043,set.itemset.261,18724,active,艾斯卡达尔之魂,艾斯卡达尔之魂,unrestricted,3.3.5.12340,item_set,261,APPLY,300043,true,wotlk_native,itemset:261|variant:1
set,300044,set.itemset.281,18725,active,勇士的战甲,勇士的战甲,unrestricted,3.3.5.12340,item_set,281,APPLY,300044,true,wotlk_native,itemset:281|variant:1
set,300045,set.itemset.282,18726,active,少校的战甲,少校的战甲,unrestricted,3.3.5.12340,item_set,282,APPLY,300045,true,wotlk_native,itemset:282|variant:1
set,300046,set.itemset.301,18727,active,勇士的震撼,勇士的震撼,unrestricted,3.3.5.12340,item_set,301,APPLY,300046,true,wotlk_native,itemset:301|variant:1
set,300047,set.itemset.321,18728,active,君王板甲,君王板甲,unrestricted,3.3.5.12340,item_set,321,APPLY,300047,true,wotlk_native,itemset:321|variant:1
set,300048,set.itemset.341,18729,active,勇士的法衣,勇士的法衣,unrestricted,3.3.5.12340,item_set,341,APPLY,300048,true,wotlk_native,itemset:341|variant:1
set,300049,set.itemset.342,18730,active,勇士的神服,勇士的神服,unrestricted,3.3.5.12340,item_set,342,APPLY,300049,true,wotlk_native,itemset:342|variant:1
set,300050,set.itemset.343,18731,active,少校的法衣,少校的法衣,unrestricted,3.3.5.12340,item_set,343,APPLY,300050,true,wotlk_native,itemset:343|variant:1
set,300051,set.itemset.344,18732,active,少校的神服,少校的神服,unrestricted,3.3.5.12340,item_set,344,APPLY,300051,true,wotlk_native,itemset:344|variant:1
set,300052,set.itemset.345,18733,active,勇士的魔装,勇士的魔装,unrestricted,3.3.5.12340,item_set,345,APPLY,300052,true,wotlk_native,itemset:345|variant:1
set,300053,set.itemset.346,18734,active,少校的魔装,少校的魔装,unrestricted,3.3.5.12340,item_set,346,APPLY,300053,true,wotlk_native,itemset:346|variant:1
set,300054,set.itemset.347,18735,active,勇士的制服,勇士的制服,unrestricted,3.3.5.12340,item_set,347,APPLY,300054,true,wotlk_native,itemset:347|variant:1
set,300055,set.itemset.348,18736,active,少校的制服,少校的制服,unrestricted,3.3.5.12340,item_set,348,APPLY,300055,true,wotlk_native,itemset:348|variant:1
set,300056,set.itemset.361,18737,active,勇士的猎装,勇士的猎装,unrestricted,3.3.5.12340,item_set,361,APPLY,300056,true,wotlk_native,itemset:361|variant:1
set,300057,set.itemset.362,18738,active,少校的猎装,少校的猎装,unrestricted,3.3.5.12340,item_set,362,APPLY,300057,true,wotlk_native,itemset:362|variant:1
set,300058,set.itemset.381,18739,active,少校的圣装,少校的圣装,unrestricted,3.3.5.12340,item_set,381,APPLY,300058,true,wotlk_native,itemset:381|variant:1
set,300059,set.itemset.382,18740,active,勇士的圣装,勇士的圣装,unrestricted,3.3.5.12340,item_set,382,APPLY,300059,true,wotlk_native,itemset:382|variant:1
set,300060,set.itemset.383,18741,active,督军的战甲,督军的战甲,unrestricted,3.3.5.12340,item_set,383,APPLY,300060,true,wotlk_native,itemset:383|variant:1
set,300061,set.itemset.384,18742,active,元帅的战甲,元帅的战甲,unrestricted,3.3.5.12340,item_set,384,APPLY,300061,true,wotlk_native,itemset:384|variant:1
set,300062,set.itemset.386,18743,active,督军的震撼,督军的震撼,unrestricted,3.3.5.12340,item_set,386,APPLY,300062,true,wotlk_native,itemset:386|variant:1
set,300063,set.itemset.387,18744,active,督军的法衣,督军的法衣,unrestricted,3.3.5.12340,item_set,387,APPLY,300063,true,wotlk_native,itemset:387|variant:1
set,300064,set.itemset.388,18745,active,元帅的法衣,元帅的法衣,unrestricted,3.3.5.12340,item_set,388,APPLY,300064,true,wotlk_native,itemset:388|variant:1
set,300065,set.itemset.389,18746,active,元帅的神服,元帅的神服,unrestricted,3.3.5.12340,item_set,389,APPLY,300065,true,wotlk_native,itemset:389|variant:1
set,300066,set.itemset.390,18747,active,督军的神服,督军的神服,unrestricted,3.3.5.12340,item_set,390,APPLY,300066,true,wotlk_native,itemset:390|variant:1
set,300067,set.itemset.391,18748,active,督军的魔装,督军的魔装,unrestricted,3.3.5.12340,item_set,391,APPLY,300067,true,wotlk_native,itemset:391|variant:1
set,300068,set.itemset.392,18749,active,元帅的魔装,元帅的魔装,unrestricted,3.3.5.12340,item_set,392,APPLY,300068,true,wotlk_native,itemset:392|variant:1
set,300069,set.itemset.393,18750,active,督军的制服,督军的制服,unrestricted,3.3.5.12340,item_set,393,APPLY,300069,true,wotlk_native,itemset:393|variant:1
set,300070,set.itemset.394,18751,active,元帅的制服,元帅的制服,unrestricted,3.3.5.12340,item_set,394,APPLY,300070,true,wotlk_native,itemset:394|variant:1
set,300071,set.itemset.395,18752,active,元帅的猎装,元帅的猎装,unrestricted,3.3.5.12340,item_set,395,APPLY,300071,true,wotlk_native,itemset:395|variant:1
set,300072,set.itemset.396,18753,active,督军的猎装,督军的猎装,unrestricted,3.3.5.12340,item_set,396,APPLY,300072,true,wotlk_native,itemset:396|variant:1
set,300073,set.itemset.397,18754,active,元帅的圣装,元帅的圣装,unrestricted,3.3.5.12340,item_set,397,APPLY,300073,true,wotlk_native,itemset:397|variant:1
set,300074,set.itemset.398,18755,active,督军的圣装,督军的圣装,unrestricted,3.3.5.12340,item_set,398,APPLY,300074,true,wotlk_native,itemset:398|variant:1
set,300075,set.itemset.401,18756,active,少校的庇护,少校的庇护,unrestricted,3.3.5.12340,item_set,401,APPLY,300075,true,wotlk_native,itemset:401|variant:1
set,300076,set.itemset.402,18757,active,元帅的庇护,元帅的庇护,unrestricted,3.3.5.12340,item_set,402,APPLY,300076,true,wotlk_native,itemset:402|variant:1
set,300077,set.itemset.421,18758,active,血藤,血藤,unrestricted,3.3.5.12340,item_set,421,APPLY,300077,true,wotlk_native,itemset:421|variant:1
set,300078,set.itemset.441,18759,active,原始蝙蝠皮套装,原始蝙蝠皮套装,unrestricted,3.3.5.12340,item_set,441,APPLY,300078,true,wotlk_native,itemset:441|variant:1
set,300079,set.itemset.442,18760,active,血虎,血虎,unrestricted,3.3.5.12340,item_set,442,APPLY,300079,true,wotlk_native,itemset:442|variant:1
set,300080,set.itemset.443,18761,active,血魂的拥抱,血魂的拥抱,unrestricted,3.3.5.12340,item_set,443,APPLY,300080,true,wotlk_native,itemset:443|variant:1
set,300081,set.itemset.444,18762,active,黑暗之魂,黑暗之魂,unrestricted,3.3.5.12340,item_set,444,APPLY,300081,true,wotlk_native,itemset:444|variant:1
set,300082,set.itemset.461,18763,active,哈卡莱双刃,哈卡莱双刃,unrestricted,3.3.5.12340,item_set,461,APPLY,300082,true,wotlk_native,itemset:461|variant:1
set,300083,set.itemset.463,18764,active,原始祝福,原始祝福,unrestricted,3.3.5.12340,item_set,463,APPLY,300083,true,wotlk_native,itemset:463|variant:1
set,300084,set.itemset.467,18765,active,高地人的决心,高地人的决心,unrestricted,3.3.5.12340,item_set,467,APPLY,300084,true,wotlk_native,itemset:467|variant:1
set,300085,set.itemset.468,18766,active,高地人的执著,高地人的执著,unrestricted,3.3.5.12340,item_set,468,APPLY,300085,true,wotlk_native,itemset:468|variant:1
set,300086,set.itemset.469,18767,active,高地人的果断,高地人的果断,unrestricted,3.3.5.12340,item_set,469,APPLY,300086,true,wotlk_native,itemset:469|variant:1
set,300087,set.itemset.470,18768,active,高地人的坚韧,高地人的坚韧,unrestricted,3.3.5.12340,item_set,470,APPLY,300087,true,wotlk_native,itemset:470|variant:1
set,300088,set.itemset.471,18769,active,高地人的毅力,高地人的毅力,unrestricted,3.3.5.12340,item_set,471,APPLY,300088,true,wotlk_native,itemset:471|variant:1
set,300089,set.itemset.472,18770,active,高地人的意志,高地人的意志,unrestricted,3.3.5.12340,item_set,472,APPLY,300089,true,wotlk_native,itemset:472|variant:1
set,300090,set.itemset.473,18771,active,高地人的专注,高地人的专注,unrestricted,3.3.5.12340,item_set,473,APPLY,300090,true,wotlk_native,itemset:473|variant:1
set,300091,set.itemset.474,18772,active,辩护者重甲,辩护者重甲,unrestricted,3.3.5.12340,item_set,474,APPLY,300091,true,wotlk_native,itemset:474|variant:1
set,300092,set.itemset.475,18773,active,思考者护甲,思考者护甲,unrestricted,3.3.5.12340,item_set,475,APPLY,300092,true,wotlk_native,itemset:475|variant:1
set,300093,set.itemset.476,18774,active,预言者套装,预言者套装,unrestricted,3.3.5.12340,item_set,476,APPLY,300093,true,wotlk_native,itemset:476|variant:1
set,300094,set.itemset.477,18775,active,捕猎者套装,捕猎者套装,unrestricted,3.3.5.12340,item_set,477,APPLY,300094,true,wotlk_native,itemset:477|variant:1
set,300095,set.itemset.478,18776,active,狂妄者套装,狂妄者套装,unrestricted,3.3.5.12340,item_set,478,APPLY,300095,true,wotlk_native,itemset:478|variant:1
set,300096,set.itemset.479,18777,active,占卜师套装,占卜师套装,unrestricted,3.3.5.12340,item_set,479,APPLY,300096,true,wotlk_native,itemset:479|variant:1
set,300097,set.itemset.480,18778,active,忏悔者衣饰,忏悔者衣饰,unrestricted,3.3.5.12340,item_set,480,APPLY,300097,true,wotlk_native,itemset:480|variant:1
set,300098,set.itemset.481,18779,active,恶魔师护甲,恶魔师护甲,unrestricted,3.3.5.12340,item_set,481,APPLY,300098,true,wotlk_native,itemset:481|variant:1
set,300099,set.itemset.482,18780,active,幻术师套装,幻术师套装,unrestricted,3.3.5.12340,item_set,482,APPLY,300099,true,wotlk_native,itemset:482|variant:1
set,300100,set.itemset.483,18781,active,污染者的果断,污染者的果断,unrestricted,3.3.5.12340,item_set,483,APPLY,300100,true,wotlk_native,itemset:483|variant:1
set,300101,set.itemset.484,18782,active,污染者的坚韧,污染者的坚韧,unrestricted,3.3.5.12340,item_set,484,APPLY,300101,true,wotlk_native,itemset:484|variant:1
set,300102,set.itemset.485,18783,active,污染者的专注,污染者的专注,unrestricted,3.3.5.12340,item_set,485,APPLY,300102,true,wotlk_native,itemset:485|variant:1
set,300103,set.itemset.486,18784,active,污染者的毅力,污染者的毅力,unrestricted,3.3.5.12340,item_set,486,APPLY,300103,true,wotlk_native,itemset:486|variant:1
set,300104,set.itemset.487,18785,active,污染者的决心,污染者的决心,unrestricted,3.3.5.12340,item_set,487,APPLY,300104,true,wotlk_native,itemset:487|variant:1
set,300105,set.itemset.488,18786,active,污染者的意志,污染者的意志,unrestricted,3.3.5.12340,item_set,488,APPLY,300105,true,wotlk_native,itemset:488|variant:1
set,300106,set.itemset.489,18787,active,黑龙锁甲,黑龙锁甲,unrestricted,3.3.5.12340,item_set,489,APPLY,300106,true,wotlk_native,itemset:489|variant:1
set,300107,set.itemset.490,18788,active,绿龙锁甲,绿龙锁甲,unrestricted,3.3.5.12340,item_set,490,APPLY,300107,true,wotlk_native,itemset:490|variant:1
set,300108,set.itemset.491,18789,active,蓝龙锁甲,蓝龙锁甲,unrestricted,3.3.5.12340,item_set,491,APPLY,300108,true,wotlk_native,itemset:491|variant:1
set,300109,set.itemset.492,18790,active,暮光套装,暮光套装,unrestricted,3.3.5.12340,item_set,492,APPLY,300109,true,wotlk_native,itemset:492|variant:1
set,300110,set.itemset.493,18791,active,起源套装,起源套装,unrestricted,3.3.5.12340,item_set,493,APPLY,300110,true,wotlk_native,itemset:493|variant:1
set,300111,set.itemset.494,18792,active,不灭的生命,不灭的生命,unrestricted,3.3.5.12340,item_set,494,APPLY,300111,true,wotlk_native,itemset:494|variant:1
set,300112,set.itemset.495,18793,active,坚定的力量,坚定的力量,unrestricted,3.3.5.12340,item_set,495,APPLY,300112,true,wotlk_native,itemset:495|variant:1
set,300113,set.itemset.496,18794,active,征服者,征服者,unrestricted,3.3.5.12340,item_set,496,APPLY,300113,true,wotlk_native,itemset:496|variant:1
set,300114,set.itemset.497,18795,active,死亡执行者的拥抱,死亡执行者的拥抱,unrestricted,3.3.5.12340,item_set,497,APPLY,300114,true,wotlk_native,itemset:497|variant:1
set,300115,set.itemset.498,18796,active,笼罩之阴影,笼罩之阴影,unrestricted,3.3.5.12340,item_set,498,APPLY,300115,true,wotlk_native,itemset:498|variant:1
set,300116,set.itemset.499,18797,active,厄运召唤者,厄运召唤者,unrestricted,3.3.5.12340,item_set,499,APPLY,300116,true,wotlk_native,itemset:499|variant:1
set,300117,set.itemset.500,18798,active,禁断的邪语,禁断的邪语,unrestricted,3.3.5.12340,item_set,500,APPLY,300117,true,wotlk_native,itemset:500|variant:1
set,300118,set.itemset.501,18799,active,风暴召唤者,风暴召唤者,unrestricted,3.3.5.12340,item_set,501,APPLY,300118,true,wotlk_native,itemset:501|variant:1
set,300119,set.itemset.502,18800,active,聚集的风暴,聚集的风暴,unrestricted,3.3.5.12340,item_set,502,APPLY,300119,true,wotlk_native,itemset:502|variant:1
set,300120,set.itemset.503,18801,active,神秘套装,神秘套装,unrestricted,3.3.5.12340,item_set,503,APPLY,300120,true,wotlk_native,itemset:503|variant:1
set,300121,set.itemset.504,18802,active,魔法的秘密,魔法的秘密,unrestricted,3.3.5.12340,item_set,504,APPLY,300121,true,wotlk_native,itemset:504|variant:1
set,300122,set.itemset.505,18803,active,复仇者,复仇者,unrestricted,3.3.5.12340,item_set,505,APPLY,300122,true,wotlk_native,itemset:505|variant:1
set,300123,set.itemset.506,18804,active,永恒的公正,永恒的公正,unrestricted,3.3.5.12340,item_set,506,APPLY,300123,true,wotlk_native,itemset:506|variant:1
set,300124,set.itemset.507,18805,active,神谕者,神谕者,unrestricted,3.3.5.12340,item_set,507,APPLY,300124,true,wotlk_native,itemset:507|variant:1
set,300125,set.itemset.508,18806,active,无尽的智慧,无尽的智慧,unrestricted,3.3.5.12340,item_set,508,APPLY,300125,true,wotlk_native,itemset:508|variant:1
set,300126,set.itemset.509,18807,active,攻击者,攻击者,unrestricted,3.3.5.12340,item_set,509,APPLY,300126,true,wotlk_native,itemset:509|variant:1
set,300127,set.itemset.510,18808,active,隐秘的通途,隐秘的通途,unrestricted,3.3.5.12340,item_set,510,APPLY,300127,true,wotlk_native,itemset:510|variant:1
set,300128,set.itemset.511,18809,active,英勇,英勇,unrestricted,3.3.5.12340,item_set,511,APPLY,300128,true,wotlk_native,itemset:511|variant:1
set,300129,set.itemset.512,18810,active,暗幕,暗幕,unrestricted,3.3.5.12340,item_set,512,APPLY,300129,true,wotlk_native,itemset:512|variant:1
set,300130,set.itemset.513,18811,active,狂野之心,狂野之心,unrestricted,3.3.5.12340,item_set,513,APPLY,300130,true,wotlk_native,itemset:513|variant:1
set,300131,set.itemset.514,18812,active,坚贞,坚贞,unrestricted,3.3.5.12340,item_set,514,APPLY,300131,true,wotlk_native,itemset:514|variant:1
set,300132,set.itemset.515,18813,active,兽王,兽王,unrestricted,3.3.5.12340,item_set,515,APPLY,300132,true,wotlk_native,itemset:515|variant:1
set,300133,set.itemset.516,18814,active,魂铸,魂铸,unrestricted,3.3.5.12340,item_set,516,APPLY,300133,true,wotlk_native,itemset:516|variant:1
set,300134,set.itemset.517,18815,active,巫师,巫师,unrestricted,3.3.5.12340,item_set,517,APPLY,300134,true,wotlk_native,itemset:517|variant:1
set,300135,set.itemset.518,18816,active,死雾,死雾,unrestricted,3.3.5.12340,item_set,518,APPLY,300135,true,wotlk_native,itemset:518|variant:1
set,300136,set.itemset.519,18817,active,五雷,五雷,unrestricted,3.3.5.12340,item_set,519,APPLY,300136,true,wotlk_native,itemset:519|variant:1
set,300137,set.itemset.520,18818,active,铁纹作战套装,铁纹作战套装,unrestricted,3.3.5.12340,item_set,520,APPLY,300137,true,wotlk_native,itemset:520|variant:1
set,300138,set.itemset.521,18819,active,梦游者,梦游者,unrestricted,3.3.5.12340,item_set,521,APPLY,300138,true,wotlk_native,itemset:521|variant:1
set,300139,set.itemset.522,18820,active,勇士的套装,勇士的套装,unrestricted,3.3.5.12340,item_set,522,APPLY,300139,true,wotlk_native,itemset:522|variant:1
set,300140,set.itemset.523,18821,active,无畏,无畏,unrestricted,3.3.5.12340,item_set,523,APPLY,300140,true,wotlk_native,itemset:523|variant:1
set,300141,set.itemset.524,18822,active,骨镰,骨镰,unrestricted,3.3.5.12340,item_set,524,APPLY,300141,true,wotlk_native,itemset:524|variant:1
set,300142,set.itemset.525,18823,active,信仰,信仰,unrestricted,3.3.5.12340,item_set,525,APPLY,300142,true,wotlk_native,itemset:525|variant:1
set,300143,set.itemset.526,18824,active,霜火,霜火,unrestricted,3.3.5.12340,item_set,526,APPLY,300143,true,wotlk_native,itemset:526|variant:1
set,300144,set.itemset.527,18825,active,碎地者,碎地者,unrestricted,3.3.5.12340,item_set,527,APPLY,300144,true,wotlk_native,itemset:527|variant:1
set,300145,set.itemset.528,18826,active,救赎,救赎,unrestricted,3.3.5.12340,item_set,528,APPLY,300145,true,wotlk_native,itemset:528|variant:1
set,300146,set.itemset.529,18827,active,瘟疫之心,瘟疫之心,unrestricted,3.3.5.12340,item_set,529,APPLY,300146,true,wotlk_native,itemset:529|variant:1
set,300147,set.itemset.530,18828,active,地穴追猎者,地穴追猎者,unrestricted,3.3.5.12340,item_set,530,APPLY,300147,true,wotlk_native,itemset:530|variant:1
set,300148,set.itemset.533,18829,active,亡灵毁灭者,亡灵毁灭者,unrestricted,3.3.5.12340,item_set,533,APPLY,300148,true,wotlk_native,itemset:533|variant:1
set,300149,set.itemset.534,18830,active,亡灵屠戮者的护甲,亡灵屠戮者的护甲,unrestricted,3.3.5.12340,item_set,534,APPLY,300149,true,wotlk_native,itemset:534|variant:1
set,300150,set.itemset.535,18831,active,亡灵屠戮者的装备,亡灵屠戮者的装备,unrestricted,3.3.5.12340,item_set,535,APPLY,300150,true,wotlk_native,itemset:535|variant:1
set,300151,set.itemset.536,18832,active,亡灵净化者,亡灵净化者,unrestricted,3.3.5.12340,item_set,536,APPLY,300151,true,wotlk_native,itemset:536|variant:1
set,300152,set.itemset.537,18833,active,勇士的战铠,勇士的战铠,unrestricted,3.3.5.12340,item_set,537,APPLY,300152,true,wotlk_native,itemset:537|variant:1
set,300153,set.itemset.538,18834,active,勇士的风暴,勇士的风暴,unrestricted,3.3.5.12340,item_set,538,APPLY,300153,true,wotlk_native,itemset:538|variant:1
set,300154,set.itemset.539,18835,active,勇士的庇护,勇士的庇护,unrestricted,3.3.5.12340,item_set,539,APPLY,300154,true,wotlk_native,itemset:539|variant:1
set,300155,set.itemset.540,18836,active,勇士的授权,勇士的授权,unrestricted,3.3.5.12340,item_set,540,APPLY,300155,true,wotlk_native,itemset:540|variant:1
set,300156,set.itemset.541,18837,active,勇士的鬼纹,勇士的鬼纹,unrestricted,3.3.5.12340,item_set,541,APPLY,300156,true,wotlk_native,itemset:541|variant:1
set,300157,set.itemset.542,18838,active,勇士的秘密,勇士的秘密,unrestricted,3.3.5.12340,item_set,542,APPLY,300157,true,wotlk_native,itemset:542|variant:1
set,300158,set.itemset.543,18839,active,勇士的职责,勇士的职责,unrestricted,3.3.5.12340,item_set,543,APPLY,300158,true,wotlk_native,itemset:543|variant:1
set,300159,set.itemset.544,18840,active,少校的壁垒,少校的壁垒,unrestricted,3.3.5.12340,item_set,544,APPLY,300159,true,wotlk_native,itemset:544|variant:1
set,300160,set.itemset.545,18841,active,少校的战铠,少校的战铠,unrestricted,3.3.5.12340,item_set,545,APPLY,300160,true,wotlk_native,itemset:545|variant:1
set,300161,set.itemset.546,18842,active,少校的秘密,少校的秘密,unrestricted,3.3.5.12340,item_set,546,APPLY,300161,true,wotlk_native,itemset:546|variant:1
set,300162,set.itemset.547,18843,active,少校的鬼纹,少校的鬼纹,unrestricted,3.3.5.12340,item_set,547,APPLY,300162,true,wotlk_native,itemset:547|variant:1
set,300163,set.itemset.548,18844,active,少校的护卫,少校的护卫,unrestricted,3.3.5.12340,item_set,548,APPLY,300163,true,wotlk_native,itemset:548|variant:1
set,300164,set.itemset.549,18845,active,少校的授权,少校的授权,unrestricted,3.3.5.12340,item_set,549,APPLY,300164,true,wotlk_native,itemset:549|variant:1
set,300165,set.itemset.550,18846,active,少校的职责,少校的职责,unrestricted,3.3.5.12340,item_set,550,APPLY,300165,true,wotlk_native,itemset:550|variant:1
set,300166,set.itemset.551,18847,active,少校的庇护,少校的庇护,unrestricted,3.3.5.12340,item_set,551,APPLY,300166,true,wotlk_native,itemset:551|variant:1
set,300167,set.itemset.552,18848,active,魔焰之怒,魔焰之怒,unrestricted,3.3.5.12340,item_set,552,APPLY,300167,true,wotlk_native,itemset:552|variant:1
set,300168,set.itemset.553,18849,active,暗影之拥,暗影之拥,unrestricted,3.3.5.12340,item_set,553,APPLY,300168,true,wotlk_native,itemset:553|variant:1
set,300169,set.itemset.554,18850,active,原始月布,原始月布,unrestricted,3.3.5.12340,item_set,554,APPLY,300169,true,wotlk_native,itemset:554|variant:1
