typeKey,collectionId,collectionKey,ordinal,lifecycle,name_enUS,name_zhCN,policyKey,sourceBuild,sourceKind,sourceId,actionKind,actionId,assetReady,assetProfile,aliases
mount,100043,mount.blue_drake,43,active,Blue Drake,蓝色幼龙的缰绳,unrestricted,3.3.5.12340,spell,59568,mount_spell,59568,true,wotlk_native,
mount,100044,mount.blue_hawkstrider,44,active,Blue Hawkstrider,蓝色陆行鸟,unrestricted,3.3.5.12340,spell,35020,mount_spell,35020,true,wotlk_native,
mount,100045,mount.blue_mechanostrider,45,active,Blue Mechanostrider,蓝色机械陆行鸟,unrestricted,3.3.5.12340,spell,10969,mount_spell,10969,true,wotlk_native,
mount,100046,mount.blue_proto_drake,46,active,Blue Proto-Drake,蓝色始祖幼龙的缰绳,unrestricted,3.3.5.12340,spell,59996,mount_spell,59996,true,wotlk_native,
mount,100047,mount.blue_qiraji_battle_tank,47,active,Blue Qiraji Battle Tank,蓝色其拉共鸣水晶,unrestricted,3.3.5.12340,spell,25953,mount_spell,25953,true,wotlk_native,
mount,100048,mount.blue_riding_nether_ray,48,active,Blue Riding Nether Ray,蓝色骑乘虚空鳐,unrestricted,3.3.5.12340,spell,39803,mount_spell,39803,true,wotlk_native,
mount,100049,mount.blue_skeletal_horse,49,active,Blue Skeletal Horse,蓝色骸骨军马,unrestricted,3.3.5.12340,spell,17463,mount_spell,17463,true,wotlk_native,
mount,100050,mount.blue_wind_rider,50,active,Blue Wind Rider,蓝色驭风者,unrestricted,3.3.5.12340,spell,32244,mount_spell,32244,true,wotlk_native,
mount,100051,mount.brewfest_kodo,51,active,Brewfest Kodo,Brewfest Kodo,unrestricted,3.3.5.12340,spell,50869,mount_spell,50869,true,wotlk_native,
mount,100052,mount.brewfest_ram,52,active,Brewfest Ram,美酒节赛羊,unrestricted,3.3.5.12340,spell,43899,mount_spell,43899,true,wotlk_native,
mount,100053,mount.brewfest_riding_kodo,53,active,Brewfest Riding Kodo,美酒节科多兽,unrestricted,3.3.5.12340,spell,49378,mount_spell,49378,true,wotlk_native,
mount,100054,mount.bronze_drake,54,active,Bronze Drake,青铜幼龙的缰绳,unrestricted,3.3.5.12340,spell,59569,mount_spell,59569,true,wotlk_native,
mount,100055,mount.brown_elekk,55,active,Brown Elekk,棕色雷象,unrestricted,3.3.5.12340,spell,34406,mount_spell,34406,true,wotlk_native,
mount,100056,mount.brown_horse,56,active,Brown Horse,棕马缰绳,unrestricted,3.3.5.12340,spell,458,mount_spell,458,true,wotlk_native,
mount,100057,mount.brown_kodo,57,active,Brown Kodo,棕色科多兽,unrestricted,3.3.5.12340,spell,18990,mount_spell,18990,true,wotlk_native,
mount,100058,mount.brown_polar_bear,58,active,Brown Polar Bear,棕色北极熊的缰绳,unrestricted,3.3.5.12340,spell,59573,mount_spell,59573,true,wotlk_native,
mount,100059,mount.brown_ram,59,active,Brown Ram,棕山羊,unrestricted,3.3.5.12340,spell,6899,mount_spell,6899,true,wotlk_native,
mount,100060,mount.brown_skeletal_horse,60,active,Brown Skeletal Horse,棕色骸骨军马,unrestricted,3.3.5.12340,spell,17464,mount_spell,17464,true,wotlk_native,
mount,100061,mount.brown_wolf,61,active,Brown Wolf,棕狼号角,unrestricted,3.3.5.12340,spell,6654,mount_spell,6654,true,wotlk_native,
mount,100062,mount.brutal_nether_drake,62,active,Brutal Nether Drake,野蛮角斗士的虚空幼龙,unrestricted,3.3.5.12340,spell,58615,mount_spell,58615,true,wotlk_native,
mount,100063,mount.celestial_steed,63,active,Celestial Steed,星骓,unrestricted,3.3.5.12340,spell,75614,mount_spell,75614,true,wotlk_native,
mount,100064,mount.cenarion_war_hippogryph,64,active,Cenarion War Hippogryph,塞纳里奥作战角鹰兽,unrestricted,3.3.5.12340,spell,43927,mount_spell,43927,true,wotlk_native,
mount,100065,mount.charger,65,active,Charger,Charger,unrestricted,3.3.5.12340,spell,23214,mount_spell,23214,true,wotlk_native,
mount,100066,mount.chestnut_mare,66,active,Chestnut Mare,栗色马缰绳,unrestricted,3.3.5.12340,spell,6648,mount_spell,6648,true,wotlk_native,
mount,100067,mount.cobalt_netherwing_drake,67,active,Cobalt Netherwing Drake,蓝色灵翼幼龙的缰绳,unrestricted,3.3.5.12340,spell,41515,mount_spell,41515,true,wotlk_native,
mount,100068,mount.cobalt_riding_talbuk,68,active,Cobalt Riding Talbuk,蓝色骑乘塔布羊缰绳,unrestricted,3.3.5.12340,spell,39315,mount_spell,39315,true,wotlk_native,
mount,100069,mount.cobalt_war_talbuk,69,active,Cobalt War Talbuk,蓝色作战塔布羊缰绳,unrestricted,3.3.5.12340,spell,34896,mount_spell,34896,true,wotlk_native,
mount,100070,mount.crimson_deathcharger,70,active,Crimson Deathcharger,血色死亡战马的缰绳,unrestricted,3.3.5.12340,spell,73313,mount_spell,73313,true,wotlk_native,
mount,100071,mount.crusader_s_black_warhorse,71,active,Crusader's Black Warhorse,十字军的黑色战马,unrestricted,3.3.5.12340,spell,68188,mount_spell,68188,true,wotlk_native,
mount,100072,mount.crusader_s_white_warhorse,72,active,Crusader's White Warhorse,十字军的白色战马,unrestricted,3.3.5.12340,spell,68187,mount_spell,68187,true,wotlk_native,
mount,100073,mount.dark_riding_talbuk,73,active,Dark Riding Talbuk,暗色骑乘塔布羊缰绳,unrestricted,3.3.5.12340,spell,39316,mount_spell,39316,true,wotlk_native,
mount,100074,mount.dark_war_talbuk,74,active,Dark War Talbuk,暗色作战塔布羊缰绳,unrestricted,3.3.5.12340,spell,34790,mount_spell,34790,true,wotlk_native,
mount,100075,mount.darkspear_raptor,75,active,Darkspear Raptor,暗矛迅猛龙,unrestricted,3.3.5.12340,spell,63635,mount_spell,63635,true,wotlk_native,
mount,100076,mount.darnassian_nightsaber,76,active,Darnassian Nightsaber,达纳苏斯夜刃豹,unrestricted,3.3.5.12340,spell,63637,mount_spell,63637,true,wotlk_native,
mount,100077,mount.deadly_gladiator_s_frost_wyrm,77,active,Deadly Gladiator's Frost Wyrm,致命角斗士的冰霜巨龙,unrestricted,3.3.5.12340,spell,64927,mount_spell,64927,true,wotlk_native,
mount,100078,mount.dire_wolf,78,active,Dire Wolf,恐狼号角,unrestricted,3.3.5.12340,spell,6653,mount_spell,6653,true,wotlk_native,
mount,100079,mount.dreadsteed,79,active,Dreadsteed,Dreadsteed,unrestricted,3.3.5.12340,spell,23161,mount_spell,23161,true,wotlk_native,
mount,100080,mount.ebon_gryphon,80,active,Ebon Gryphon,黑色狮鹫,unrestricted,3.3.5.12340,spell,32239,mount_spell,32239,true,wotlk_native,
mount,100081,mount.emerald_raptor,81,active,Emerald Raptor,绿色迅猛龙之哨,unrestricted,3.3.5.12340,spell,8395,mount_spell,8395,true,wotlk_native,
mount,100082,mount.exodar_elekk,82,active,Exodar Elekk,埃索达雷象,unrestricted,3.3.5.12340,spell,63639,mount_spell,63639,true,wotlk_native,
mount,100083,mount.felsteed,83,active,Felsteed,Felsteed,unrestricted,3.3.5.12340,spell,5784,mount_spell,5784,true,wotlk_native,
mount,100084,mount.fiery_warhorse,84,active,Fiery Warhorse,炽热战马的缰绳,unrestricted,3.3.5.12340,spell,36702,mount_spell,36702,true,wotlk_native,
mount,100085,mount.fluorescent_green_mechanostrider,85,active,Fluorescent Green Mechanostrider,绿色荧光机械陆行鸟,unrestricted,3.3.5.12340,spell,17458,mount_spell,17458,true,wotlk_native,
mount,100086,mount.flying_carpet,86,active,Flying Carpet,飞毯,unrestricted,3.3.5.12340,spell,61451,mount_spell,61451,true,wotlk_native,
mount,100087,mount.flying_machine,87,active,Flying Machine,飞行器控制台,unrestricted,3.3.5.12340,spell,44153,mount_spell,44153,true,wotlk_native,
mount,100088,mount.forsaken_warhorse,88,active,Forsaken Warhorse,被遗忘者战马,unrestricted,3.3.5.12340,spell,63643,mount_spell,63643,true,wotlk_native,
mount,100089,mount.frost_ram,89,active,Frost Ram,霜山羊,unrestricted,3.3.5.12340,spell,17460,mount_spell,17460,true,wotlk_native,
mount,100090,mount.frostwolf_howler,90,active,Frostwolf Howler,霜狼嗥叫者的号角,unrestricted,3.3.5.12340,spell,23509,mount_spell,23509,true,wotlk_native,
mount,100091,mount.frosty_flying_carpet,91,active,Frosty Flying Carpet,凝霜飞毯,unrestricted,3.3.5.12340,spell,75596,mount_spell,75596,true,wotlk_native,
mount,100092,mount.furious_gladiator_s_frost_wyrm,92,active,Furious Gladiator's Frost Wyrm,狂怒角斗士的冰霜巨龙,unrestricted,3.3.5.12340,spell,65439,mount_spell,65439,true,wotlk_native,
mount,100093,mount.gnomeregan_mechanostrider,93,active,Gnomeregan Mechanostrider,诺莫瑞根机械陆行鸟,unrestricted,3.3.5.12340,spell,63638,mount_spell,63638,true,wotlk_native,
mount,100094,mount.golden_gryphon,94,active,Golden Gryphon,金色狮鹫,unrestricted,3.3.5.12340,spell,32235,mount_spell,32235,true,wotlk_native,
mount,100095,mount.golden_sabercat,95,active,Golden Sabercat,金色猎豹缰绳,unrestricted,3.3.5.12340,spell,16060,mount_spell,16060,true,wotlk_native,
mount,100096,mount.grand_black_war_mammoth,96,active,Grand Black War Mammoth,重型黑色猛犸战象的缰绳,unrestricted,3.3.5.12340,spell,61467,mount_spell,61467,true,wotlk_native,
mount,100097,mount.grand_black_war_mammoth.creature_31862,97,active,Grand Black War Mammoth,重型黑色猛犸战象的缰绳,unrestricted,3.3.5.12340,spell,61465,mount_spell,61465,true,wotlk_native,
mount,100098,mount.grand_caravan_mammoth,98,active,Grand Caravan Mammoth,Grand Caravan Mammoth,unrestricted,3.3.5.12340,spell,60136,mount_spell,60136,true,wotlk_native,
mount,100099,mount.grand_caravan_mammoth.creature_32213,99,active,Grand Caravan Mammoth,Grand Caravan Mammoth,unrestricted,3.3.5.12340,spell,60140,mount_spell,60140,true,wotlk_native,
mount,100100,mount.grand_ice_mammoth,100,active,Grand Ice Mammoth,重型冰雪猛犸象的缰绳,unrestricted,3.3.5.12340,spell,61469,mount_spell,61469,true,wotlk_native,
mount,100101,mount.grand_ice_mammoth.creature_31858,101,active,Grand Ice Mammoth,重型冰雪猛犸象的缰绳,unrestricted,3.3.5.12340,spell,61470,mount_spell,61470,true,wotlk_native,
mount,100102,mount.gray_elekk,102,active,Gray Elekk,灰色雷象,unrestricted,3.3.5.12340,spell,35710,mount_spell,35710,true,wotlk_native,
mount,100103,mount.gray_kodo,103,active,Gray Kodo,灰色科多兽,unrestricted,3.3.5.12340,spell,18989,mount_spell,18989,true,wotlk_native,
mount,100104,mount.gray_ram,104,active,Gray Ram,灰山羊,unrestricted,3.3.5.12340,spell,6777,mount_spell,6777,true,wotlk_native,
mount,100105,mount.gray_wolf,105,active,Gray Wolf,灰狼号角,unrestricted,3.3.5.12340,spell,459,mount_spell,459,true,wotlk_native,
mount,100106,mount.great_blue_elekk,106,active,Great Blue Elekk,重型蓝色雷象,unrestricted,3.3.5.12340,spell,35713,mount_spell,35713,true,wotlk_native,
mount,100107,mount.great_brewfest_kodo,107,active,Great Brewfest Kodo,大型美酒节科多兽,unrestricted,3.3.5.12340,spell,49379,mount_spell,49379,true,wotlk_native,
mount,100108,mount.great_brown_kodo,108,active,Great Brown Kodo,大型棕色科多兽,unrestricted,3.3.5.12340,spell,23249,mount_spell,23249,true,wotlk_native,
mount,100109,mount.great_elite_elekk,109,active,Great Elite Elekk,重型精英雷象,unrestricted,3.3.5.12340,spell,34407,mount_spell,34407,true,wotlk_native,
mount,100110,mount.great_golden_kodo,110,active,Great Golden Kodo,大型金色科多兽,unrestricted,3.3.5.12340,spell,65641,mount_spell,65641,true,wotlk_native,
mount,100111,mount.great_gray_kodo,111,active,Great Gray Kodo,大型灰色科多兽,unrestricted,3.3.5.12340,spell,23248,mount_spell,23248,true,wotlk_native,
mount,100112,mount.great_green_elekk,112,active,Great Green Elekk,重型绿色雷象,unrestricted,3.3.5.12340,spell,35712,mount_spell,35712,true,wotlk_native,
mount,100113,mount.great_purple_elekk,113,active,Great Purple Elekk,重型紫色雷象,unrestricted,3.3.5.12340,spell,35714,mount_spell,35714,true,wotlk_native,
mount,100114,mount.great_red_elekk,114,active,Great Red Elekk,重型红色雷象,unrestricted,3.3.5.12340,spell,65637,mount_spell,65637,true,wotlk_native,
mount,100115,mount.great_white_kodo,115,active,Great White Kodo,大型白色科多兽,unrestricted,3.3.5.12340,spell,23247,mount_spell,23247,true,wotlk_native,
mount,100116,mount.green_kodo,116,active,Green Kodo,绿色科多兽,unrestricted,3.3.5.12340,spell,18991,mount_spell,18991,true,wotlk_native,
mount,100117,mount.green_mechanostrider,117,active,Green Mechanostrider,绿色机械陆行鸟,unrestricted,3.3.5.12340,spell,17453,mount_spell,17453,true,wotlk_native,
mount,100118,mount.green_proto_drake,118,active,Green Proto-Drake,绿色始祖幼龙的缰绳,unrestricted,3.3.5.12340,spell,61294,mount_spell,61294,true,wotlk_native,
mount,100119,mount.green_qiraji_battle_tank,119,active,Green Qiraji Battle Tank,绿色其拉共鸣水晶,unrestricted,3.3.5.12340,spell,26056,mount_spell,26056,true,wotlk_native,
mount,100120,mount.green_riding_nether_ray,120,active,Green Riding Nether Ray,绿色骑乘虚空鳐,unrestricted,3.3.5.12340,spell,39798,mount_spell,39798,true,wotlk_native,
mount,100121,mount.green_skeletal_warhorse,121,active,Green Skeletal Warhorse,绿色骸骨军马,unrestricted,3.3.5.12340,spell,17465,mount_spell,17465,true,wotlk_native,
mount,100122,mount.green_wind_rider,122,active,Green Wind Rider,绿色驭风者,unrestricted,3.3.5.12340,spell,32245,mount_spell,32245,true,wotlk_native,
mount,100123,mount.headless_horseman_s_mount,123,active,Headless Horseman's Mount,无头骑士的缰绳,unrestricted,3.3.5.12340,spell,48025,mount_spell,48025,true,wotlk_native,
mount,100124,mount.ice_mammoth,124,active,Ice Mammoth,冰雪猛犸象的缰绳,unrestricted,3.3.5.12340,spell,59797,mount_spell,59797,true,wotlk_native,
mount,100125,mount.ice_mammoth.creature_31855,125,active,Ice Mammoth,冰雪猛犸象的缰绳,unrestricted,3.3.5.12340,spell,59799,mount_spell,59799,true,wotlk_native,
mount,100126,mount.icebound_frostbrood_vanquisher,126,active,Icebound Frostbrood Vanquisher,缚寒冰霜征服者缰绳,unrestricted,3.3.5.12340,spell,72807,mount_spell,72807,true,wotlk_native,
mount,100127,mount.icy_blue_mechanostrider_mod_a,127,active,Icy Blue Mechanostrider Mod A,冰蓝色机械陆行鸟A型,unrestricted,3.3.5.12340,spell,17459,mount_spell,17459,true,wotlk_native,
mount,100128,mount.invincible,128,active,Invincible,无敌的缰绳,unrestricted,3.3.5.12340,spell,72286,mount_spell,72286,true,wotlk_native,
mount,100129,mount.ironbound_proto_drake,129,active,Ironbound Proto-Drake,铁箍始祖幼龙的缰绳,unrestricted,3.3.5.12340,spell,63956,mount_spell,63956,true,wotlk_native,
mount,100130,mount.ironforge_ram,130,active,Ironforge Ram,铁炉堡战羊,unrestricted,3.3.5.12340,spell,63636,mount_spell,63636,true,wotlk_native,
mount,100131,mount.ivory_raptor,131,active,Ivory Raptor,白色迅猛龙之哨,unrestricted,3.3.5.12340,spell,17450,mount_spell,17450,true,wotlk_native,
mount,100132,mount.magic_rooster,132,active,Magic Rooster,魔法鸡蛋,unrestricted,3.3.5.12340,spell,65917,mount_spell,65917,true,wotlk_native,
mount,100133,mount.magnificent_flying_carpet,133,active,Magnificent Flying Carpet,华丽的飞毯,unrestricted,3.3.5.12340,spell,61309,mount_spell,61309,true,wotlk_native,
mount,100134,mount.mechano_hog,134,active,Mechano-hog,机械路霸,unrestricted,3.3.5.12340,spell,55531,mount_spell,55531,true,wotlk_native,
mount,100135,mount.mekgineer_s_chopper,135,active,Mekgineer's Chopper,机械师的摩托车,unrestricted,3.3.5.12340,spell,60424,mount_spell,60424,true,wotlk_native,
mount,100136,mount.merciless_nether_drake,136,active,Merciless Nether Drake,残酷角斗士的虚空幼龙,unrestricted,3.3.5.12340,spell,44744,mount_spell,44744,true,wotlk_native,
mount,100137,mount.mimiron_s_head,137,active,Mimiron's Head,米米尔隆的头部,unrestricted,3.3.5.12340,spell,63796,mount_spell,63796,true,wotlk_native,
mount,100138,mount.mottled_red_raptor,138,active,Mottled Red Raptor,红色迅猛龙之哨,unrestricted,3.3.5.12340,spell,16084,mount_spell,16084,true,wotlk_native,
mount,100139,mount.naxxramas_deathcharger,139,active,Naxxramas Deathcharger,纳克萨玛斯死亡战马缰绳,unrestricted,3.3.5.12340,spell,29059,mount_spell,29059,true,wotlk_native,
mount,100140,mount.obsidian_raptor,140,active,Obsidian Raptor,黑色迅猛龙之哨,unrestricted,3.3.5.12340,spell,10798,mount_spell,10798,true,wotlk_native,
mount,100141,mount.ochre_skeletal_warhorse,141,active,Ochre Skeletal Warhorse,赭色白骨战马,unrestricted,3.3.5.12340,spell,66846,mount_spell,66846,true,wotlk_native,
mount,100142,mount.onyx_netherwing_drake,142,active,Onyx Netherwing Drake,黑色灵翼幼龙的缰绳,unrestricted,3.3.5.12340,spell,41513,mount_spell,41513,true,wotlk_native,
mount,100143,mount.onyxian_drake,143,active,Onyxian Drake,奥妮克希亚座龙缰绳,unrestricted,3.3.5.12340,spell,69395,mount_spell,69395,true,wotlk_native,
mount,100144,mount.orgrimmar_wolf,144,active,Orgrimmar Wolf,奥格瑞玛战狼,unrestricted,3.3.5.12340,spell,63640,mount_spell,63640,true,wotlk_native,
mount,100145,mount.palomino,145,active,Palomino,褐色马缰绳,unrestricted,3.3.5.12340,spell,16082,mount_spell,16082,true,wotlk_native,
mount,100146,mount.pinto,146,active,Pinto,杂色马缰绳,unrestricted,3.3.5.12340,spell,472,mount_spell,472,true,wotlk_native,
mount,100147,mount.plagued_proto_drake,147,active,Plagued Proto-Drake,被感染的始祖幼龙的缰绳,unrestricted,3.3.5.12340,spell,60021,mount_spell,60021,true,wotlk_native,
mount,100148,mount.primal_leopard,148,active,Primal Leopard,原始猎豹缰绳,unrestricted,3.3.5.12340,spell,16058,mount_spell,16058,true,wotlk_native,
mount,100149,mount.purple_elekk,149,active,Purple Elekk,紫色雷象,unrestricted,3.3.5.12340,spell,35711,mount_spell,35711,true,wotlk_native,
mount,100150,mount.purple_hawkstrider,150,active,Purple Hawkstrider,紫色陆行鸟,unrestricted,3.3.5.12340,spell,35018,mount_spell,35018,true,wotlk_native,
mount,100151,mount.purple_mechanostrider,151,active,Purple Mechanostrider,紫色机械陆行鸟,unrestricted,3.3.5.12340,spell,17455,mount_spell,17455,true,wotlk_native,
mount,100152,mount.purple_netherwing_drake,152,active,Purple Netherwing Drake,紫色灵翼幼龙的缰绳,unrestricted,3.3.5.12340,spell,41516,mount_spell,41516,true,wotlk_native,
mount,100153,mount.purple_riding_nether_ray,153,active,Purple Riding Nether Ray,紫色骑乘虚空鳐,unrestricted,3.3.5.12340,spell,39801,mount_spell,39801,true,wotlk_native,
mount,100154,mount.purple_skeletal_warhorse,154,active,Purple Skeletal Warhorse,紫色骷髅战马,unrestricted,3.3.5.12340,spell,23246,mount_spell,23246,true,wotlk_native,
mount,100155,mount.quel_dorei_steed,155,active,Quel'dorei Steed,奎尔多雷战马,unrestricted,3.3.5.12340,spell,66090,mount_spell,66090,true,wotlk_native,
mount,100156,mount.raven_lord,156,active,Raven Lord,乌鸦之神的缰绳,unrestricted,3.3.5.12340,spell,41252,mount_spell,41252,true,wotlk_native,
mount,100157,mount.red_and_blue_mechanostrider,157,active,Red and Blue Mechanostrider,红蓝两色机械陆行鸟,unrestricted,3.3.5.12340,spell,17456,mount_spell,17456,true,wotlk_native,
mount,100158,mount.red_dragonhawk,158,active,Red Dragonhawk,红色龙鹰坐骑,unrestricted,3.3.5.12340,spell,61997,mount_spell,61997,true,wotlk_native,
mount,100159,mount.red_drake,159,active,Red Drake,红色幼龙的缰绳,unrestricted,3.3.5.12340,spell,59570,mount_spell,59570,true,wotlk_native,
mount,100160,mount.red_hawkstrider,160,active,Red Hawkstrider,红色陆行鸟,unrestricted,3.3.5.12340,spell,34795,mount_spell,34795,true,wotlk_native,
mount,100161,mount.red_mechanostrider,161,active,Red Mechanostrider,红色机械陆行鸟,unrestricted,3.3.5.12340,spell,10873,mount_spell,10873,true,wotlk_native,
mount,100162,mount.red_proto_drake,162,active,Red Proto-Drake,红色始祖幼龙的缰绳,unrestricted,3.3.5.12340,spell,59961,mount_spell,59961,true,wotlk_native,
mount,100163,mount.red_qiraji_battle_tank,163,active,Red Qiraji Battle Tank,红色其拉共鸣水晶,unrestricted,3.3.5.12340,spell,26054,mount_spell,26054,true,wotlk_native,
